# 	Wavelength	 Divided_Spectra	 Divided_Error
1.022767000000000053e+03 9.530170155077851701e-01 1.119037613345230942e-01
1.023001999999999953e+03 9.603359219948014447e-01 1.067506158583649001e-01
1.023236999999999966e+03 1.219149728532268995e+00 1.406975097054419810e-01
1.023472999999999956e+03 7.894750355821631427e-01 9.889239024004341239e-02
1.023708999999999946e+03 6.591610035422107439e-01 7.619239532765348377e-02
1.023945000000000050e+03 1.095303874076678285e+00 1.169020691039914517e-01
1.024180000000000064e+03 1.198295622981014219e+00 1.222345435337535424e-01
1.024415999999999940e+03 7.268989282972273536e-01 1.042807758368225757e-01
1.024652000000000044e+03 8.381383282860936923e-01 1.228903832336349367e-01
1.024887999999999920e+03 1.179651803030686841e+00 1.233042728558702561e-01
1.025124000000000024e+03 7.734587879145495837e-01 9.480534054341115124e-02
1.025359999999999900e+03 6.911946929230377012e-01 9.174182469801347994e-02
1.025596999999999980e+03 8.636607712347221799e-01 1.079955144887209117e-01
1.025833000000000084e+03 1.190249199788365519e+00 1.438441355895158091e-01
1.026068999999999960e+03 1.088852788755785950e+00 1.309017207707330877e-01
1.026305000000000064e+03 8.281946099918054971e-01 1.059394882585194819e-01
1.026540999999999940e+03 7.709549547015686066e-01 1.033200478201953959e-01
1.026778000000000020e+03 9.325063572902798636e-01 1.276208333413379747e-01
1.027013999999999896e+03 9.688745804853347021e-01 1.111261894414541512e-01
1.027250999999999976e+03 1.243819187375633906e+00 1.282264917613608612e-01
1.027487000000000080e+03 9.875537202365775036e-01 1.162845281930154767e-01
1.027723999999999933e+03 6.734751086991294100e-01 1.033691099053990203e-01
1.027961000000000013e+03 9.252142626759726207e-01 1.194484984238484565e-01
1.028196999999999889e+03 1.327351861156964352e+00 1.359630943645720735e-01
1.028433999999999969e+03 1.109891567176379157e+00 1.237073582553148976e-01
1.028671000000000049e+03 1.331335694713815521e+00 1.240215416450113906e-01
1.028907999999999902e+03 1.126581530926113350e+00 1.052352040525423443e-01
1.029144999999999982e+03 9.023791321028343804e-01 1.005969574056979760e-01
1.029382000000000062e+03 1.075205546652381106e+00 1.091230398431012188e-01
1.029618999999999915e+03 9.802035760894579619e-01 9.962983133478466036e-02
1.029855999999999995e+03 1.327068626215955005e+00 1.270604480822673799e-01
1.030093000000000075e+03 1.001830290827632641e+00 1.050243207629951159e-01
1.030329999999999927e+03 1.024206734676729624e+00 1.071014787516323952e-01
1.030567999999999984e+03 1.117275531469801297e+00 1.051731470590557410e-01
1.030805000000000064e+03 9.435237685539357155e-01 1.008251516784528373e-01
1.031041999999999916e+03 1.122395279382493172e+00 1.155276963680295088e-01
1.031279999999999973e+03 7.389764365402909929e-01 1.039646487393448837e-01
1.031517000000000053e+03 3.283057110238458143e-01 1.279207106331453070e-01
1.031755000000000109e+03 4.170921763524815251e-01 5.074588425484652943e-01
1.031991999999999962e+03 1.057517434226937336e+00 9.516604189039814532e-01
1.032230000000000018e+03 4.185511947829315127e-01 2.875131484007502625e-01
1.032468000000000075e+03 2.173594578750070561e+00 1.079603335644325091e+00
1.032705999999999904e+03 1.301428270950151456e+00 2.775514839822798008e-01
1.032942999999999984e+03 1.182962869024420494e+00 1.896746960384583236e-01
1.033181000000000040e+03 1.151471612628998553e+00 9.866582364835457808e-02
1.033419000000000096e+03 1.114142359112096470e+00 9.275618883015447624e-02
1.033656999999999925e+03 9.947022892694513674e-01 1.752694009724665991e-01
1.033894999999999982e+03 1.597145810262524224e+00 3.510941496378315874e-01
1.034133000000000038e+03 7.971770537458687800e-01 1.398962038106705830e-01
1.034371000000000095e+03 7.654964330272489015e-01 9.276763221943921944e-02
1.034608999999999924e+03 7.375630949741970310e-01 8.653126304614786046e-02
1.034847999999999956e+03 6.014871694447941897e-01 8.572223497253926572e-02
1.035086000000000013e+03 7.789070254401383453e-01 1.344770743806285862e-01
1.035324000000000069e+03 1.324764333037692587e+00 1.142083207273402179e-01
