NORM SPECTRA FILE NAME,BI TOTAL,BI INDIVIDUAL,VMINS,VMAXS,EW INDIVIDUAL,MAX DEPTH,AVERAGE DEPTH,VCENTRAL
spec-1372-53062-0154norm.dr16,1775.75,"[2.59, 58.54, 480.74, 259.53, 933.59, 40.76]","[-29951.59451 -33432.73696 -38535.16867 -42465.76366 -45505.14991
 -53762.51784]","[-30498.10381 -34114.18912 -42127.5502  -43412.38016 -53361.65785
 -55164.28961]","[229.41, 133.61, 785.96, 369.11, 1599.63, 199.86]","[0.74, 0.44, 0.48, 0.95, 0.88, 0.21]","[0.41974262208495094, 0.19600770327251724, 0.21879029817314205, 0.3900038443990376, 0.2037275398182108, 0.14257402299657998]","[-30264.26239358 -33849.4717931  -40299.69280483 -43080.8284827
 -49905.38320087 -54439.03924812]"
spec-6636-56367-0036norm.dr16,1428.75,"[647.62, 610.79, 147.61, 15.3, 7.44]",[-35408.11923 -42059.75812 -49677.14038 -52023.6125  -54497.09536],[-41653.74959 -48400.66974 -50482.33978 -53094.19856 -55431.03104],"[1209.85, 1178.03, 288.93, 111.38, 102.05]","[0.47, 0.91, 0.73, 0.2, 0.16]","[0.19371762662110015, 0.1857448015066597, 0.35888390309269963, 0.10404066530752198, 0.10927427175317361]","[-38526.24833757 -44963.49925348 -50152.94250454 -52560.28019689
 -54992.75587421]"
spec-8374-57783-0919norm.dr16,1064.98,"[450.27, 84.23, 400.9, 129.58]",[-34931.53804 -39553.16855 -42398.22067 -49677.14038],[-38942.5305  -40434.45838 -45842.43511 -50482.33978],"[804.69, 208.22, 711.5, 253.93]","[0.4, 0.4, 0.9, 0.7]","[0.20063735537367125, 0.23623584343550103, 0.20652104952286968, 0.3154144366702089]",[-36965.93538921 -40061.38966206 -43852.79123615 -50153.85426727]
spec-5444-56038-0942norm.dr16,187.16,"[31.22, 155.94]",[-43878.22059 -46441.73863],[-45498.05479 -49468.67324],"[193.15, 445.44]","[0.28, 0.35]","[0.11923269743357534, 0.14714797729467324]",[-44693.90468045 -47855.9300311 ]
spec-5868-56045-0372norm.dr16,333.18,"[26.07, 307.1]",[-44621.0289  -46037.49424],[-45767.81307 -49535.7301 ],"[118.5, 629.99]","[0.26, 0.42]","[0.10334291680849082, 0.18009542130814934]",[-45235.95143292 -47808.06747802]
spec-5133-55860-0412norm.dr16,181.37,"[138.67, 5.09, 33.22, 4.39]",[-40981.94044 -44430.94842 -48742.03521 -50823.01717],[-43823.14689 -45038.40306 -49816.69299 -51359.14255],"[393.42, 50.31, 190.46, 70.2]","[0.31, 0.18, 0.4, 0.16]","[0.13848001718805258, 0.08282255888662826, 0.1772152208675751, 0.13087403433845485]",[-42424.88409858 -44760.14399945 -49215.54649566 -51058.27670706]
spec-7622-56987-0113norm.dr16,219.93,"[19.74, 200.19]",[-41252.9002  -42403.51576],[-41997.48956 -47329.62304],"[81.97, 600.13]","[0.22, 0.51]","[0.11007704044762855, 0.12185256859370662]",[-41708.72562384 -45119.5688514 ]
spec-5174-56047-0344norm.dr16,1601.07,"[1482.58, 118.49]",[-34442.18175 -42114.98222],[-41844.23204 -42926.63675],"[2075.54, 215.01]","[0.72, 0.57]","[0.2804938352373296, 0.264972904858961]",[-38442.84203623 -42635.97719944]
spec-10748-58224-0461norm.dr16,3234.37,"[3180.33, 53.96, 0.07]",[-32533.48354 -45425.27681 -47581.11754],[-43940.28716 -46638.55955 -48119.19827],"[3979.18, 165.23, 43.84]","[0.9, 0.34, 0.19]","[0.3489710255180676, 0.1361873778385726, 0.08150019830031587]",[-38687.88918386 -46074.26539483 -47883.86818107]
spec-6122-56246-0696norm.dr16,595.95,"[101.53, 465.36, 29.06]",[-41352.79853 -46216.79234 -57265.97399],[-42232.65802 -50117.1391  -57864.22606],"[237.18, 793.74, 104.58]","[0.51, 0.32, 0.39]","[0.2695486106121243, 0.2035100026253131, 0.1748061796013481]",[-41810.98287251 -48165.32471376 -57614.76183461]
spec-7610-56980-0454norm.dr16,393.6,"[0.39, 89.04, 245.2, 58.96]",[-37825.77677 -41352.79853 -47159.7806  -56201.04911],[-38369.22326 -42165.04731 -49647.31173 -56999.85666],"[100.57, 191.59, 503.47, 124.79]","[0.63, 0.49, 0.35, 0.45]","[0.18502604670831466, 0.23590666772568977, 0.202397169415303, 0.15624499896321772]",[-38049.73945074 -41813.98836592 -48413.66585551 -56731.07074971]
spec-6720-56390-0552norm.dr16,710.23,"[385.12, 279.08, 46.03]",[-36811.46132 -47366.63493 -51664.00512],[-40002.56256 -50792.78523 -52868.68412],"[691.66, 617.66, 159.86]","[0.41, 0.51, 0.31]","[0.21674611923179496, 0.1802819770648452, 0.1327011080568874]",[-38395.17194055 -49099.69383197 -52249.62552206]
spec-8396-57837-0736norm.dr16,1026.8,"[326.26, 700.54]",[-36879.39481 -47231.99015],[-39799.20107 -52868.68412],"[588.55, 1225.43]","[0.33, 0.44]","[0.20159075689232778, 0.21738345294054734]",[-38395.16691472 -49938.96879962]
spec-1982-53436-0626norm.dr16,504.85,"[7.88, 129.85, 78.59, 52.64, 106.22, 129.67]","[-38525.82226 -39475.88536 -41509.02641 -42997.59798 -45158.823
 -47718.92585]","[-39068.92207 -41102.77058 -42659.50436 -44618.84809 -47382.49469
 -49063.60175]","[49.91, 295.16, 167.31, 210.67, 295.68, 268.33]","[0.21, 0.31, 0.41, 0.27, 0.37, 0.49]","[0.09201594322630405, 0.18147101856429437, 0.1454698618022073, 0.12994782642996583, 0.13300593839763242, 0.19958185969875547]","[-38874.81294334 -40380.8075474  -42248.23053976 -43719.05446404
 -46482.01395318 -48442.17981014]"
spec-6447-56362-0854norm.dr16,577.15,"[435.07, 85.16, 56.92]",[-39543.80943 -45428.49091 -48055.23172],[-43741.06198 -47449.69926 -48929.21883],"[827.08, 279.72, 162.6]","[0.36, 0.28, 0.33]","[0.19702871073348713, 0.13841093591547876, 0.186112453707461]",[-41456.89299679 -46467.7954791  -48532.85386627]
spec-5421-55980-0918norm.dr16,187.85,[187.85],[-53918.0452],[-56851.67565],[454.34],[0.33],[0.15486810249438485],[-55329.00463168]
spec-5422-55986-0288norm.dr16,168.82,[168.82],[-54185.21222],[-55986.17547],[355.5],[0.36],[0.1974263497260061],[-55095.87001355]
