Unnamed: 0,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig
263,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,14.213348,13.673199,13.322609,0.83,0.05,0.211,0.0502,"[2.21725804 1.16401432 0.81410044 0.64001465 0.53625525 0.4676539
 0.41913755 0.38316887 0.35555985 0.33379709 0.3162807  0.30194369
 0.29004704 0.28006258 0.27160277 0.26437674 0.25816193 0.2527851
 0.24810938 0.24402522 0.2404439  0.23729279 0.23451189 0.23205121
 0.22986878 0.22792911 0.22620202 0.22466169 0.22328591 0.22205549
 0.22095379 0.21996631 0.21908038 0.21828488 0.21757005 0.21692726
 0.21634891 0.21582824 0.21535928 0.2149367  0.21455576 0.21421224
 0.21390235 0.21362272 0.21337033 0.21314247 0.21293672 0.21275089
 0.21258302]","[0.52751826 0.27693611 0.19368645 0.15226889 0.127583   0.11126173
 0.09971898 0.0911615  0.08459291 0.07941523 0.07524783 0.07183684
 0.06900645 0.066631   0.06461829 0.06289911 0.06142052 0.06014129
 0.05902887 0.05805719 0.05720514 0.05645544 0.05579382 0.05520839
 0.05468916 0.05422768 0.05381678 0.05345032 0.053123   0.05283026
 0.05256815 0.05233322 0.05212244 0.05193318 0.05176311 0.05161018
 0.05147258 0.05134871 0.05123714 0.0511366  0.05104597 0.05096424
 0.05089051 0.05082398 0.05076394 0.05070973 0.05066077 0.05061656
 0.05057662]",0.24,yes
264,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,16.629082,14.313696,14.222239,0.97,0.15,0.166,0.1419,"[1.7443831  0.91576482 0.64047712 0.50351863 0.42188802 0.36791729
 0.32974802 0.30145039 0.27972955 0.26260813 0.24882747 0.23754812
 0.22818867 0.2203336  0.21367801 0.20799308 0.2031037  0.19887358
 0.19519505 0.19198193 0.1891644  0.18668532 0.18449751 0.18256162
 0.18084463 0.17931864 0.17795989 0.17674806 0.17566569 0.17469769
 0.17383095 0.17305407 0.17235707 0.17173123 0.17116885 0.17066315
 0.17020815 0.16979852 0.16942958 0.16909712 0.16879742 0.16852716
 0.16828336 0.16806337 0.16786481 0.16768555 0.16752367 0.16737747
 0.16724541]","[1.4911323  0.78281342 0.54749219 0.43041743 0.36063801 0.31450279
 0.28187497 0.25768561 0.23911821 0.22448249 0.21270252 0.20306071
 0.19506007 0.18834541 0.18265608 0.17779649 0.17361696 0.17000097
 0.1668565  0.16410985 0.16170137 0.15958221 0.15771203 0.15605719
 0.15458948 0.15328503 0.15212354 0.15108765 0.15016242 0.14933495
 0.14859404 0.14792995 0.14733415 0.14679917 0.14631843 0.14588615
 0.1454972  0.14514705 0.14483167 0.14454748 0.14429129 0.14406027
 0.14385186 0.14366381 0.14349408 0.14334084 0.14320247 0.14307749
 0.1429646 ]",0.85,yes
265,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,14.868204,12.9074955,12.607369,0.87,0.15,0.2543,0.1418,"[2.67226881 1.40288551 0.98116465 0.77135415 0.64630195 0.56362269
 0.50515013 0.46180021 0.42852544 0.40229668 0.3811857  0.36390655
 0.34956854 0.33753514 0.32733926 0.31863036 0.31114019 0.30465995
 0.29902471 0.29410244 0.28978618 0.28598842 0.28263684 0.2796712
 0.2770409  0.27470319 0.27262168 0.27076525 0.26910714 0.26762423
 0.26629644 0.26510632 0.26403858 0.26307983 0.26221831 0.26144361
 0.26074657 0.26011906 0.25955387 0.25904457 0.25858545 0.25817143
 0.25779795 0.25746094 0.25715675 0.25688214 0.25663416 0.25641019
 0.25620787]","[1.49008147 0.78226176 0.54710636 0.43011411 0.36038386 0.31428115
 0.28167632 0.25750401 0.2389497  0.2243243  0.21255262 0.20291761
 0.19492261 0.18821267 0.18252736 0.1776712  0.17349461 0.16988117
 0.16673891 0.1639942  0.16158742 0.15946975 0.15760088 0.15594721
 0.15448053 0.153177   0.15201634 0.15098117 0.1500566  0.14922971
 0.14848933 0.1478257  0.14723032 0.14669572 0.14621532 0.14578334
 0.14539467 0.14504476 0.1447296  0.14444561 0.14418961 0.14395874
 0.14375049 0.14356257 0.14339295 0.14323982 0.14310155 0.14297666
 0.14286385]",0.56,yes
266,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,15.156746,14.313696,14.269779,0.89,0.06,0.1649,0.0572,"[1.73282394 0.9096965  0.636233   0.50018206 0.41909237 0.36547928
 0.32756294 0.29945283 0.27787592 0.26086796 0.24717861 0.235974
 0.22667657 0.21887355 0.21226207 0.20661481 0.20175783 0.19755575
 0.19390159 0.19070976 0.1879109  0.18544825 0.18327493 0.18135187
 0.17964626 0.17813038 0.17678063 0.17557684 0.17450164 0.17354005
 0.17267905 0.17190732 0.17121495 0.17059325 0.1700346  0.16953225
 0.16908026 0.16867335 0.16830685 0.1679766  0.16767889 0.16741042
 0.16716823 0.1669497  0.16675245 0.16657438 0.16641358 0.16626835
 0.16613715]","[0.60107659 0.3155527  0.22069453 0.1735016  0.14537346 0.12677632
 0.11362402 0.10387327 0.09638874 0.09048907 0.08574055 0.08185393
 0.07862887 0.07592218 0.07362881 0.0716699  0.06998513 0.06852752
 0.06725998 0.06615281 0.06518195 0.06432771 0.06357384 0.06290677
 0.06231514 0.06178931 0.06132112 0.06090355 0.06053059 0.06019703
 0.05989837 0.05963068 0.05939051 0.05917486 0.05898107 0.05880682
 0.05865004 0.05850889 0.05838176 0.0582672  0.05816393 0.05807081
 0.0579868  0.05791099 0.05784257 0.0577808  0.05772503 0.05767465
 0.05762914]",0.35,yes
270,141020.78+531316.8,"Spectra(plate='7338', mjd='57135', fiber='0615')","Spectra(plate='7339', mjd='57435', fiber='0611')",8.59779,9.654495,8.583464,8.569101,0.89,0.12,0.0032,0.1123,"[0.03362666 0.0176533  0.01234655 0.00970638 0.00813278 0.00709238
 0.00635659 0.00581109 0.00539238 0.00506233 0.00479667 0.00457924
 0.00439882 0.00424739 0.00411909 0.00400951 0.00391525 0.00383371
 0.0037628  0.00370086 0.00364654 0.00359875 0.00355658 0.00351926
 0.00348616 0.00345674 0.00343055 0.00340719 0.00338633 0.00336767
 0.00335096 0.00333598 0.00332255 0.00331048 0.00329964 0.00328989
 0.00328112 0.00327322 0.00326611 0.0032597  0.00325393 0.00324872
 0.00324402 0.00323978 0.00323595 0.00323249 0.00322937 0.00322655
 0.00322401]","[1.18008568 0.61952042 0.43328663 0.34063339 0.28540979 0.24889826
 0.22307652 0.20393301 0.18923872 0.17765598 0.16833328 0.16070273
 0.15437101 0.149057   0.14455446 0.14070857 0.13740088 0.13453918
 0.13205063 0.12987693 0.12797085 0.12629375 0.12481367 0.12350403
 0.12234248 0.12131014 0.12039093 0.11957113 0.1188389  0.11818404
 0.11759768 0.11707212 0.1166006  0.11617721 0.11579676 0.11545465
 0.11514684 0.11486972 0.11462013 0.11439522 0.11419247 0.11400964
 0.11384471 0.11369588 0.11356155 0.11344028 0.11333077 0.11323187
 0.11314253]",34.75,yes
271,141020.78+531316.8,"Spectra(plate='7338', mjd='57135', fiber='0615')","Spectra(plate='7339', mjd='57435', fiber='0611')",8.59779,9.666273,8.1577,8.131459,0.89,0.17,0.0532,0.1579,"[0.55904326 0.29348608 0.20526134 0.16136862 0.13520749 0.11791084
 0.10567828 0.0966094  0.08964826 0.08416116 0.07974471 0.07612988
 0.07313034 0.07061294 0.06847994 0.06665802 0.06509107 0.06373539
 0.06255649 0.06152674 0.06062377 0.05982927 0.05912812 0.0585077
 0.05795744 0.05746838 0.05703293 0.05664456 0.05629768 0.05598745
 0.05570968 0.0554607  0.05523733 0.05503676 0.05485652 0.05469446
 0.05454863 0.05441736 0.05429912 0.05419257 0.05409652 0.05400991
 0.05393178 0.05386127 0.05379764 0.05374019 0.05368831 0.05364146
 0.05359913]","[1.65926561 0.87107991 0.60922492 0.47894935 0.40130192 0.3499647
 0.31365791 0.28674107 0.26608009 0.24979412 0.23668589 0.22595691
 0.21705416 0.20958238 0.20325155 0.19784402 0.19319322 0.18916951
 0.18567048 0.18261414 0.17993409 0.17757598 0.17549492 0.17365349
 0.17202028 0.17056875 0.1692763  0.16812361 0.16709405 0.16617328
 0.16534883 0.16460986 0.16394688 0.16335158 0.16281664 0.16233561
 0.16190281 0.16151317 0.16116223 0.160846   0.16056092 0.16030385
 0.16007195 0.15986269 0.15967382 0.1595033  0.15934933 0.15921026
 0.15908464]",2.97,yes
272,141020.78+531316.8,"Spectra(plate='7338', mjd='57135', fiber='0615')","Spectra(plate='7339', mjd='57435', fiber='0611')",8.59779,10.170025,8.583464,8.808901,0.85,0.16,0.0,0.1445,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]","[1.51845397 0.79715673 0.55752376 0.43830387 0.36724589 0.32026535
 0.28703969 0.26240712 0.24349951 0.22859563 0.21659982 0.20678134
 0.19863411 0.19179641 0.18600284 0.18105422 0.1767981  0.17311586
 0.16991377 0.1671168  0.16466419 0.1625062  0.16060175 0.15891659
 0.15742198 0.15609363 0.15491086 0.15385599 0.15291381 0.15207118
 0.1513167  0.15064044 0.15003372 0.14948893 0.14899939 0.14855919
 0.14816311 0.14780655 0.14748539 0.14719599 0.14693511 0.14669985
 0.14648763 0.14629613 0.14612328 0.14596724 0.14582633 0.14569907
 0.1455841 ]",-12.16,yes
273,141020.78+531316.8,"Spectra(plate='7338', mjd='57135', fiber='0615')","Spectra(plate='7339', mjd='57435', fiber='0611')",8.59779,9.779228,7.2436376,7.5866795,0.88,0.28,0.137,0.2412,"[1.43964148 0.75578181 0.52858654 0.41555454 0.34818469 0.30364258
 0.27214144 0.24878737 0.23086113 0.21673081 0.20535761 0.19604875
 0.18832438 0.18184158 0.17634872 0.17165694 0.16762173 0.16413061
 0.16109471 0.15844292 0.1561176  0.15407162 0.15226601 0.15066832
 0.14925129 0.14799189 0.14687051 0.14587039 0.14497711 0.14417821
 0.14346289 0.14282173 0.1422465  0.14172999 0.14126586 0.14084851
 0.14047299 0.14013493 0.13983044 0.13955606 0.13930872 0.13908567
 0.13888446 0.1387029  0.13853903 0.13839108 0.13825749 0.13813683
 0.13802784]","[2.53460967 1.33061732 0.93062097 0.73161864 0.61300837 0.53458825
 0.47912785 0.43801105 0.4064504  0.38157278 0.36154931 0.34516028
 0.33156088 0.32014737 0.31047672 0.30221645 0.29511212 0.28896571
 0.28362077 0.27895206 0.27485815 0.27125602 0.2680771  0.26526423
 0.26276943 0.26055214 0.25857786 0.25681706 0.25524437 0.25383784
 0.25257846 0.25144964 0.25043691 0.24952755 0.2487104  0.24797562
 0.24731449 0.2467193  0.24618322 0.24570016 0.24526469 0.244872
 0.24451775 0.2441981  0.24390959 0.24364912 0.24341392 0.24320149
 0.24300959]",1.76,yes
274,141020.78+531316.8,"Spectra(plate='7338', mjd='57135', fiber='0615')","Spectra(plate='7339', mjd='57435', fiber='0611')",8.59779,9.926754,7.569612,7.6822777,0.87,0.26,0.1137,0.2324,"[1.19479734 0.62724374 0.43868825 0.34487993 0.28896788 0.25200118
 0.22585753 0.20647536 0.19159789 0.17987075 0.17043183 0.16270615
 0.15629549 0.15091524 0.14635656 0.14246273 0.1391138  0.13621642
 0.13369685 0.13149606 0.12956622 0.1278682  0.12636968 0.12504371
 0.12386768 0.12282246 0.1218918  0.12106177 0.12032042 0.11965739
 0.11906373 0.11853161 0.11805421 0.11762555 0.11724035 0.11689398
 0.11658233 0.11630176 0.11604905 0.11582134 0.11561607 0.11543095
 0.11526397 0.11511328 0.11497728 0.1148545  0.11474363 0.11464349
 0.11455303]","[2.44213634 1.28207075 0.89666797 0.70492609 0.59064322 0.51508421
 0.46164723 0.42203055 0.39162137 0.36765139 0.34835846 0.33256737
 0.31946413 0.30846703 0.29914921 0.29119031 0.28434518 0.27842301
 0.27327308 0.2687747  0.26483015 0.26135945 0.25829651 0.25558626
 0.25318248 0.25104609 0.24914384 0.24744728 0.24593197 0.24457676
 0.24336332 0.24227569 0.2412999  0.24042373 0.23963639 0.23892841
 0.2382914  0.23771793 0.23720141 0.23673597 0.23631639 0.23593803
 0.23559671 0.23528872 0.23501073 0.23475977 0.23453314 0.23432846
 0.23414357]",2.04,yes
275,141020.78+531316.8,"Spectra(plate='7338', mjd='57135', fiber='0615')","Spectra(plate='7339', mjd='57435', fiber='0611')",8.59779,10.135249,8.150975,8.442921,0.85,0.2,0.0358,0.1821,"[0.37619828 0.19749627 0.13812699 0.10859016 0.09098549 0.07934602
 0.07111433 0.06501159 0.06032722 0.05663477 0.05366279 0.05123026
 0.04921177 0.04751773 0.04608237 0.04485634 0.04380188 0.0428896
 0.04209628 0.04140333 0.0407957  0.04026105 0.03978922 0.03937172
 0.03900143 0.03867233 0.0383793  0.03811796 0.03788453 0.03767577
 0.03748884 0.0373213  0.03717098 0.03703601 0.03691473 0.03680567
 0.03670754 0.0366192  0.03653963 0.03646793 0.0364033  0.03634501
 0.03629244 0.03624499 0.03620217 0.03616351 0.0361286  0.03609707
 0.03606859]","[1.91356725 1.00458298 0.70259569 0.55235387 0.46280607 0.40360083
 0.36172961 0.33068745 0.30685994 0.28807796 0.27296074 0.26058742
 0.25032022 0.2417033  0.2344022  0.2281659  0.22280231 0.21816192
 0.21412662 0.21060186 0.20751106 0.20479155 0.20239154 0.20026789
 0.19838438 0.19671038 0.19521985 0.19389049 0.19270315 0.19164126
 0.19069045 0.18983822 0.18907363 0.18838709 0.18777017 0.18721542
 0.18671629 0.18626694 0.18586221 0.18549751 0.18516874 0.18487227
 0.18460482 0.18436349 0.18414567 0.18394903 0.18377145 0.18361107
 0.1834662 ]",5.09,yes
280,141020.78+531316.8,"Spectra(plate='7338', mjd='57135', fiber='0615')","Spectra(plate='7339', mjd='57435', fiber='0611')",8.59779,9.879741,8.583464,8.867415,0.87,0.12,0.0,0.1174,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]","[1.23367817 0.64765536 0.45296394 0.35610294 0.29837141 0.26020175
 0.23320734 0.21319443 0.19783282 0.18572407 0.17597798 0.1680009
 0.16138162 0.15582629 0.15111927 0.14709872 0.14364081 0.14064915
 0.13804759 0.13577517 0.13378253 0.13202926 0.13048197 0.12911285
 0.12789855 0.12681933 0.12585838 0.12500134 0.12423586 0.12355125
 0.12293827 0.12238884 0.12189591 0.12145329 0.12105556 0.12069792
 0.12037612 0.12008643 0.1198255  0.11959037 0.11937842 0.11918728
 0.11901486 0.11885928 0.11871885 0.11859207 0.11847759 0.11837419
 0.11828079]",-8.26,yes
281,141020.78+531316.8,"Spectra(plate='7338', mjd='57135', fiber='0615')","Spectra(plate='7339', mjd='57435', fiber='0611')",8.59779,9.83338,8.583464,8.678695,0.87,0.13,0.0,0.1224,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]","[1.28621983 0.67523864 0.47225542 0.37126916 0.31107888 0.27128359
 0.2431395  0.22227427 0.20625841 0.19363395 0.18347278 0.17515596
 0.16825478 0.16246284 0.15755535 0.15336357 0.14975839 0.14663932
 0.14392696 0.14155776 0.13948025 0.13765231 0.13603913 0.1346117
 0.13334568 0.13222049 0.13121861 0.13032508 0.12952699 0.12881323
 0.12817414 0.12760131 0.12708739 0.12662592 0.12621125 0.12583837
 0.12550287 0.12520084 0.1249288  0.12468366 0.12446268 0.1242634
 0.12408364 0.12392143 0.12377502 0.12364284 0.12352348 0.12341568
 0.1233183 ]",-32.67,yes
283,141020.78+531316.8,"Spectra(plate='7338', mjd='57135', fiber='0615')","Spectra(plate='7339', mjd='57435', fiber='0611')",8.59779,9.719827,8.150975,8.105805,0.88,0.18,0.0544,0.1636,"[0.57165326 0.30010606 0.2098913  0.16500852 0.13825728 0.12057049
 0.108062   0.09878856 0.09167041 0.08605953 0.08154346 0.07784709
 0.0747799  0.07220571 0.0700246  0.06816159 0.06655928 0.06517303
 0.06396754 0.06291456 0.06199122 0.0611788  0.06046183 0.05982742
 0.05926475 0.05876466 0.05831938 0.05792226 0.05756755 0.05725033
 0.05696629 0.05671169 0.05648328 0.05627819 0.05609389 0.05592817
 0.05577905 0.05564482 0.05552391 0.05541496 0.05531675 0.05522818
 0.05514828 0.05507619 0.05501112 0.05495237 0.05489932 0.05485141
 0.05480813]","[1.71916311 0.90252485 0.63121721 0.49623885 0.41578843 0.362598
 0.32498058 0.29709207 0.27568526 0.25881139 0.24522996 0.23411369
 0.22488955 0.21714805 0.21058869 0.20498595 0.20016726 0.1959983
 0.19237296 0.18920629 0.18642949 0.18398626 0.18183007 0.17992217
 0.17823001 0.17672608 0.17538697 0.17419267 0.17312595 0.17217194
 0.17131773 0.17055208 0.16986517 0.16924837 0.16869412 0.16819573
 0.1677473  0.16734361 0.16697999 0.16665234 0.16635698 0.16609062
 0.16585035 0.16563354 0.16543785 0.16526118 0.16510165 0.16495756
 0.1648274 ]",3.01,yes
285,141056.25+541608.5,"Spectra(plate='7339', mjd='56772', fiber='0586')","Spectra(plate='7340', mjd='56837', fiber='0623')",11.894777,11.825825,11.145229,10.899646,0.99,0.07,0.0727,0.0673,"[0.76395573 0.40106086 0.28049811 0.2205169  0.18476662 0.16113004
 0.14441374 0.13202074 0.12250806 0.11500971 0.10897444 0.10403463
 0.09993564 0.0964955  0.09358067 0.09109094 0.08894963 0.08709704
 0.08548603 0.08407883 0.08284489 0.08175917 0.08080102 0.07995319
 0.07920123 0.07853292 0.07793785 0.07740713 0.07693311 0.07650917
 0.07612958 0.07578934 0.07548409 0.07521    0.07496371 0.07474224
 0.07454296 0.07436357 0.07420199 0.07405639 0.07392514 0.07380678
 0.0737     0.07360366 0.0735167  0.07343819 0.0733673  0.07330327
 0.07324543]","[0.70721074 0.37127092 0.25966331 0.20413737 0.17104255 0.14916165
 0.133687   0.12221453 0.11340842 0.10646703 0.10088005 0.09630716
 0.09251263 0.08932802 0.0866297  0.0843249  0.08234264 0.08062766
 0.07913631 0.07783364 0.07669135 0.07568628 0.07479929 0.07401444
 0.07331834 0.07269966 0.0721488  0.0716575  0.07121868 0.07082623
 0.07047484 0.07015987 0.0698773  0.06962357 0.06939556 0.06919054
 0.06900607 0.06884    0.06869043 0.06855564 0.06843414 0.06832457
 0.06822572 0.06813654 0.06805603 0.06798336 0.06791773 0.06785846
 0.06780491]",0.93,yes
289,141321.05+092204.8,"Spectra(plate='5457', mjd='55976', fiber='0578')","Spectra(plate='1810', mjd='53794', fiber='0516')",20.963352,20.059244,15.136549,15.227611,0.96,0.28,0.2754,0.2427,"[2.89399462 1.51928694 1.06257469 0.83535561 0.69992747 0.61038808
 0.54706389 0.5001171  0.46408143 0.43567639 0.41281377 0.39410091
 0.37857325 0.3655414  0.35449954 0.34506803 0.33695638 0.32993846
 0.32383565 0.31850496 0.31383057 0.3097177  0.30608803 0.30287632
 0.30002778 0.2974961  0.29524188 0.29323142 0.29143573 0.28982977
 0.28839182 0.28710295 0.28594662 0.28490832 0.28397531 0.28313634
 0.28238147 0.28170189 0.28108979 0.28053824 0.28004103 0.27959265
 0.27918818 0.27882321 0.27849379 0.27819638 0.27792783 0.27768528
 0.27746617]","[2.55037216 1.33889231 0.93640842 0.73616851 0.61682061 0.53791281
 0.4821075  0.440735   0.40897808 0.38394575 0.36379775 0.3473068
 0.33362283 0.32213834 0.31240755 0.3040959  0.2969474  0.29076276
 0.28538458 0.28068683 0.27656746 0.27294294 0.26974425 0.26691388
 0.26440357 0.26217249 0.26018593 0.25841418 0.25683171 0.25541644
 0.25414922 0.25301338 0.25199435 0.25107934 0.25025711 0.24951775
 0.24885251 0.24825363 0.24771421 0.24722814 0.24678997 0.24639483
 0.24603839 0.24571675 0.24542644 0.24516435 0.24492769 0.24471393
 0.24452084]",0.88,yes
290,141334.38+421201.7,"Spectra(plate='6059', mjd='56093', fiber='0438')","Spectra(plate='1347', mjd='52823', fiber='0539')",9.554791,5.6280313,1.41499,1.2689878,0.59,1.44,0.8598,0.7619,"[9.03506381 4.74322046 3.31736283 2.60798386 2.18517661 1.90563425
 1.70793584 1.56136776 1.44886424 1.36018357 1.28880637 1.23038477
 1.18190732 1.14122184 1.10674911 1.07730391 1.05197928 1.03006931
 1.01101631 0.99437387 0.97978041 0.96694001 0.95560817 0.94558119
 0.93668804 0.92878412 0.92174644 0.91546977 0.90986363 0.90484982
 0.90036052 0.89633666 0.89272658 0.88948502 0.88657216 0.88395288
 0.88159617 0.87947452 0.87756356 0.8758416  0.87428931 0.87288948
 0.87162672 0.87048727 0.86945881 0.86853032 0.8676919  0.86693465
 0.86625061]","[8.00629811 4.20313988 2.93963566 2.3110292  1.93636434 1.68865171
 1.51346396 1.38358466 1.28389121 1.20530805 1.14205813 1.09028862
 1.04733099 1.01127811 0.98073057 0.95463811 0.93219704 0.91278182
 0.89589827 0.88115079 0.868219   0.85684065 0.8467991  0.83791383
 0.83003328 0.82302933 0.81679299 0.81123101 0.8062632  0.80182028
 0.79784215 0.79427646 0.79107744 0.78820498 0.78562378 0.78330275
 0.78121437 0.77933431 0.77764094 0.77611504 0.77473951 0.77349906
 0.77238008 0.77137038 0.77045903 0.76963626 0.7688933  0.76822228
 0.76761612]",0.89,yes
291,141415.41+163915.0,"Spectra(plate='5454', mjd='56015', fiber='0104')","Spectra(plate='2745', mjd='54231', fiber='0564')",10.958034,8.098117,7.1942434,6.6182065,0.74,0.16,0.3694,0.1467,"[3.88177782 2.03785257 1.42525451 1.12048062 0.93882791 0.81872679
 0.73378867 0.67081792 0.6224825  0.5843822  0.55371607 0.52861611
 0.50778851 0.49030862 0.47549793 0.46284725 0.45196691 0.44255362
 0.43436779 0.42721762 0.42094776 0.41543108 0.41056252 0.40625458
 0.40243378 0.39903798 0.39601435 0.39331767 0.39090908 0.38875497
 0.38682621 0.38509742 0.38354641 0.38215372 0.38090225 0.37977692
 0.37876439 0.37785286 0.37703185 0.37629203 0.37562511 0.3750237
 0.37448117 0.37399162 0.37354976 0.37315085 0.37279063 0.3724653
 0.37217141]","[1.5415723  0.80929337 0.56601201 0.44497701 0.37283718 0.32514136
 0.29140985 0.26640224 0.24720677 0.23207598 0.21989753 0.20992957
 0.2016583  0.1947165  0.18883472 0.18381075 0.17948984 0.17575153
 0.17250069 0.16966114 0.16717119 0.16498034 0.16304689 0.16133608
 0.15981872 0.15847014 0.15726937 0.15619844 0.15524191 0.15438645
 0.15362048 0.15293392 0.15231797 0.15176489 0.15126789 0.15082099
 0.15041889 0.15005689 0.14973084 0.14943703 0.14917218 0.14893334
 0.14871789 0.14852347 0.148348   0.14818958 0.14804652 0.14791732
 0.14780061]",0.4,yes
