Unnamed: 0,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig
185,123717.43+470807.0,"Spectra(plate='6667', mjd='56412', fiber='0934')","Spectra(plate='1455', mjd='53089', fiber='0314')",7.561762,10.587283,5.6028748,5.487305,0.71,0.65,0.2674,0.4767,"[2.80992796 1.4751537  1.03170833 0.81108965 0.67959552 0.59265713
 0.53117242 0.48558937 0.45060049 0.42302057 0.40082208 0.38265281
 0.3675762  0.35492291 0.3442018  0.33504427 0.32716825 0.32035419
 0.31442866 0.30925282 0.30471421 0.30072082 0.29719659 0.29407817
 0.29131238 0.28885424 0.2866655  0.28471344 0.28296992 0.28141061
 0.28001443 0.27876299 0.27764025 0.27663212 0.27572621 0.27491161
 0.27417866 0.27351883 0.27292451 0.27238898 0.27190621 0.27147086
 0.27107814 0.27072377 0.27040392 0.27011515 0.2698544  0.2696189
 0.26940616]","[5.00932184 2.62978971 1.83924966 1.44594779 1.21153023 1.0565432
 0.94693302 0.8656711  0.80329563 0.7541283  0.71455455 0.68216378
 0.65528637 0.63272907 0.6136163  0.59729097 0.5832502  0.57110263
 0.56053905 0.55131196 0.54322089 0.53610177 0.52981904 0.52425977
 0.51932913 0.51494695 0.51104504 0.50756506 0.50445684 0.50167703
 0.49918802 0.49695707 0.49495553 0.49315831 0.49154332 0.49009111
 0.48878448 0.48760817 0.48654868 0.48559396 0.48473333 0.48395722
 0.4832571  0.48262536 0.48205515 0.48154036 0.48107552 0.48065567
 0.48027642]",1.78,yes
186,123717.43+470807.0,"Spectra(plate='6667', mjd='56412', fiber='0934')","Spectra(plate='1455', mjd='53089', fiber='0314')",7.561762,7.567422,5.840472,5.778815,1.0,0.26,0.2317,0.2322,"[2.43478051 1.27820909 0.89396716 0.70280282 0.58886418 0.51353275
 0.46025673 0.42075937 0.39044178 0.366544   0.34730918 0.33156566
 0.31850189 0.30753792 0.29824816 0.29031323 0.28348872 0.27758439
 0.27244997 0.26796514 0.26403247 0.26057223 0.25751851 0.25481642
 0.25241989 0.25028993 0.24839341 0.24670196 0.24519121 0.24384008
 0.2426303  0.24154595 0.2405731  0.23969956 0.2389146  0.23820875
 0.23757366 0.23700192 0.23648695 0.23602291 0.2356046  0.23522737
 0.23488708 0.23458002 0.23430287 0.23405266 0.23382672 0.23362266
 0.23343832]","[2.44003468 1.28096742 0.89589631 0.70431944 0.59013493 0.51464093
 0.46124994 0.42166736 0.39128434 0.36733499 0.34805867 0.33228116
 0.31918921 0.30820157 0.29889177 0.29093972 0.28410048 0.27818341
 0.2730379  0.2685434  0.26460225 0.26113453 0.25807422 0.25536631
 0.2529646  0.25083004 0.24892943 0.24723434 0.24572032 0.24436628
 0.24315389 0.24206719 0.24109225 0.24021682 0.23943016 0.2387228
 0.23808633 0.23751336 0.23699728 0.23653224 0.23611302 0.23573498
 0.23539396 0.23508623 0.23480849 0.23455774 0.23433131 0.2341268
 0.23394207]",1.0,yes
188,124723.71+231116.9,"Spectra(plate='5986', mjd='56328', fiber='0054')","Spectra(plate='2648', mjd='54485', fiber='0573')",3.7411356,4.0852327,2.066659,1.8822726,0.92,0.73,0.4734,0.5178,"[4.97464434 2.61158475 1.82651729 1.43593808 1.2031433  1.04922919
 0.94037779 0.85967841 0.79773474 0.74890777 0.70960798 0.67744144
 0.65075009 0.62834894 0.60936849 0.59315616 0.5792126  0.56714912
 0.55665867 0.54749545 0.53946039 0.53239055 0.52615132 0.52063054
 0.51573403 0.51138218 0.50750729 0.5040514  0.50096469 0.49820412
 0.49573235 0.49351683 0.49152915 0.48974437 0.48814057 0.48669841
 0.48540082 0.48423266 0.4831805  0.48223239 0.48137772 0.48060698
 0.47991171 0.47928434 0.47871808 0.47820686 0.47774523 0.47732829
 0.47695166]","[5.44121428 2.85652425 1.99782562 1.57061415 1.31598564 1.14763598
 1.02857545 0.94030731 0.87255397 0.81914754 0.77616183 0.74097841
 0.71178368 0.68728154 0.66652092 0.64878805 0.63353672 0.62034181
 0.60886747 0.59884484 0.59005617 0.58232326 0.57549885 0.56946027
 0.56410452 0.55934452 0.5551062  0.55132618 0.54794997 0.54493049
 0.54222689 0.53980358 0.53762948 0.5356773  0.53392308 0.53234567
 0.53092637 0.52964865 0.52849781 0.52746078 0.52652594 0.52568292
 0.52492244 0.52423623 0.52361686 0.52305769 0.52255276 0.52209672
 0.52168477]",1.09,yes
190,124845.63+520247.2,"Spectra(plate='6673', mjd='56419', fiber='0456')","Spectra(plate='0886', mjd='52381', fiber='0233')",8.192068,8.849848,6.9052367,7.255534,0.93,0.22,0.1357,0.2,"[1.42598064 0.74861016 0.52357076 0.41161132 0.34488075 0.3007613
 0.26955908 0.24642662 0.22867048 0.21467424 0.20340896 0.19418843
 0.18653736 0.18011608 0.17467534 0.17002808 0.16603116 0.16257316
 0.15956608 0.15693944 0.1546362  0.15260963 0.15082115 0.14923862
 0.14783504 0.14658758 0.14547685 0.14448622 0.14360141 0.1428101
 0.14210156 0.14146649 0.14089672 0.14038511 0.13992538 0.13951199
 0.13914003 0.13880518 0.13850358 0.1382318  0.13798681 0.13776588
 0.13756658 0.13738674 0.13722443 0.13707788 0.13694556 0.13682604
 0.13671808]","[2.10166639 1.10333111 0.77165918 0.60664896 0.50829882 0.44327384
 0.39728677 0.36319324 0.33702355 0.31639534 0.29979213 0.28620255
 0.2749261  0.26546216 0.25744338 0.25059407 0.24470325 0.23960673
 0.23517476 0.23130353 0.22790891 0.22492208 0.22228615 0.21995375
 0.2178851  0.21604655 0.2144095  0.21294947 0.21164541 0.21047914
 0.20943487 0.20849887 0.20765913 0.2069051  0.20622753 0.20561826
 0.20507005 0.20457653 0.20413202 0.20373147 0.20337039 0.20304477
 0.20275104 0.20248599 0.20224676 0.20203078 0.20183575 0.20165961
 0.20150049]",1.47,yes
191,125121.39+301528.8,"Spectra(plate='6481', mjd='56363', fiber='0854')","Spectra(plate='2472', mjd='54175', fiber='0638')",4.291689,5.9346733,1.9563706,2.120504,0.72,1.07,0.5247,0.6563,"[5.51372177 2.89458918 2.02444787 1.59154354 1.33352195 1.16292893
 1.04228185 0.95283748 0.88418128 0.83006318 0.78650466 0.7508524
 0.72126863 0.69643999 0.67540272 0.65743354 0.64197898 0.62860824
 0.616981   0.60682481 0.59791903 0.59008307 0.58316772 0.57704867
 0.57162155 0.56679812 0.56250332 0.55867294 0.55525174 0.55219202
 0.54945239 0.54699679 0.54479372 0.54281553 0.54103793 0.5394395
 0.53800129 0.53670654 0.53554036 0.53448952 0.53354222 0.53268796
 0.53191735 0.53122199 0.53059437 0.53002775 0.5295161  0.52905398
 0.52863654]","[6.89661826 3.62058105 2.53219961 1.99071855 1.66798257 1.45460312
 1.30369654 1.19181863 1.10594278 1.03825131 0.98376788 0.93917367
 0.90217001 0.87111409 0.84480046 0.82232444 0.80299372 0.78626947
 0.77172599 0.75902253 0.74788309 0.73808179 0.72943201 0.72177825
 0.71498995 0.70895675 0.70358478 0.69879369 0.69451442 0.6906873
 0.68726054 0.68418905 0.68143342 0.67895908 0.67673565 0.67473631
 0.67293739 0.6713179  0.66985923 0.66854483 0.66735994 0.66629142
 0.66532754 0.66445777 0.66367274 0.66296401 0.66232402 0.661746
 0.66122386]",1.25,yes
192,125923.37+272720.9,"Spectra(plate='5972', mjd='56334', fiber='0758')","Spectra(plate='2241', mjd='54169', fiber='0112')",7.9255753,13.468901,7.671862,7.429548,0.59,0.58,0.0474,0.4394,"[0.49809493 0.26148947 0.18288323 0.1437758  0.12046682 0.1050559
 0.09415697 0.0860768  0.07987458 0.0749857  0.07105074 0.06783
 0.06515749 0.06291453 0.06101408 0.05939079 0.05799467 0.05678679
 0.05573642 0.05481894 0.05401441 0.05330653 0.05268182 0.05212904
 0.05163877 0.05120303 0.05081505 0.05046902 0.05015996 0.04988356
 0.04963607 0.04941423 0.04921521 0.04903651 0.04887593 0.04873153
 0.0486016  0.04848464 0.04837929 0.04828436 0.04819878 0.04812161
 0.048052   0.04798918 0.04793248 0.04788129 0.04783507 0.04779333
 0.04775562]","[4.61736106 2.42401846 1.69533522 1.33280776 1.1167325  0.97387263
 0.87283904 0.79793556 0.74044074 0.69512056 0.65864331 0.62878701
 0.60401265 0.58322037 0.56560311 0.55055517 0.53761305 0.52641598
 0.51667896 0.50817385 0.50071588 0.4941538  0.48836268 0.4832384
 0.47869356 0.47465427 0.47105767 0.46784999 0.46498497 0.46242267
 0.46012842 0.45807203 0.4562271  0.4545705  0.45308189 0.45174331
 0.45053891 0.44945465 0.44847805 0.44759804 0.44680475 0.44608937
 0.44544403 0.44486172 0.44433613 0.44386162 0.44343315 0.44304616
 0.44269658]",9.27,yes
195,130236.17+095831.8,"Spectra(plate='5415', mjd='55982', fiber='0013')","Spectra(plate='1793', mjd='53883', fiber='0520')",22.895386,18.025394,13.867649,13.133849,0.79,0.29,0.4104,0.2511,"[4.31261943 2.26403544 1.58344464 1.24484366 1.04302917 0.90959793
 0.81523246 0.74527254 0.69157232 0.64924324 0.61517345 0.58728764
 0.56414837 0.54472836 0.52827382 0.51421903 0.50213107 0.491673
 0.48257862 0.47463484 0.46766909 0.4615401  0.45613119 0.4513451
 0.44710022 0.44332752 0.43996829 0.43697231 0.43429639 0.43190319
 0.42976036 0.42783969 0.42611653 0.42456926 0.4231789  0.42192866
 0.42080375 0.41979105 0.41887891 0.41805698 0.41731604 0.41664788
 0.41604513 0.41550125 0.41501035 0.41456716 0.41416696 0.41380551
 0.41347901]","[2.63864215 1.38523221 0.9688181  0.76164776 0.63816916 0.55653031
 0.49879354 0.45598912 0.42313307 0.39723435 0.37638902 0.3593273
 0.34516972 0.33328775 0.32322017 0.31462086 0.30722493 0.30082624
 0.29526192 0.29040158 0.28613964 0.28238967 0.27908026 0.27615194
 0.27355474 0.27124644 0.26919113 0.26735806 0.26572081 0.26425656
 0.26294548 0.26177034 0.26071603 0.25976935 0.25891867 0.25815372
 0.25746545 0.25684584 0.25628775 0.25578486 0.25533153 0.25492271
 0.25455393 0.25422116 0.25392081 0.25364964 0.25340479 0.25318364
 0.25298387]",0.61,yes
196,130939.70+543424.9,"Spectra(plate='6760', mjd='56425', fiber='0276')","Spectra(plate='8218', mjd='57519', fiber='0920')",8.202931,7.7115693,1.1773403,1.1331093,0.94,1.9,0.8598,0.8509,"[9.03506381 4.74322046 3.31736283 2.60798386 2.18517661 1.90563425
 1.70793584 1.56136776 1.44886424 1.36018357 1.28880637 1.23038477
 1.18190732 1.14122184 1.10674911 1.07730391 1.05197928 1.03006931
 1.01101631 0.99437387 0.97978041 0.96694001 0.95560817 0.94558119
 0.93668804 0.92878412 0.92174644 0.91546977 0.90986363 0.90484982
 0.90036052 0.89633666 0.89272658 0.88948502 0.88657216 0.88395288
 0.88159617 0.87947452 0.87756356 0.8758416  0.87428931 0.87288948
 0.87162672 0.87048727 0.86945881 0.86853032 0.8676919  0.86693465
 0.86625061]","[8.94153965 4.69412222 3.28302399 2.58098798 2.16255731 1.88590857
 1.69025657 1.54520566 1.43386669 1.34610398 1.27546562 1.21764876
 1.16967311 1.12940877 1.09529287 1.06615247 1.04108999 1.01940681
 1.00055104 0.98408086 0.96963846 0.95693097 0.94571644 0.93579325
 0.92699215 0.91917005 0.91220522 0.90599352 0.90044541 0.8954835
 0.89104067 0.88705846 0.88348575 0.88027775 0.87739503 0.87480287
 0.87247055 0.87037087 0.86847969 0.86677555 0.86523933 0.86385399
 0.8626043  0.86147664 0.86045883 0.85953995 0.85871021 0.8579608
 0.85728384]",0.99,yes
197,131147.06+280415.7,"Spectra(plate='6486', mjd='56328', fiber='0414')","Spectra(plate='5994', mjd='56101', fiber='0909')",2.972012,3.3725057,1.2268844,1.2068436,0.88,1.02,0.5895,0.6383,"[6.19466168 3.25206846 2.27446544 1.7880978  1.49821076 1.30654965
 1.17100276 1.07051209 0.99337691 0.93257527 0.88363731 0.84358202
 0.81034469 0.78244973 0.75881437 0.73862602 0.72126284 0.70624082
 0.69317762 0.68176715 0.67176152 0.66295782 0.65518843 0.64831369
 0.64221633 0.63679721 0.631972   0.62766856 0.62382485 0.62038726
 0.61730929 0.61455043 0.61207527 0.60985278 0.60785565 0.60605981
 0.60444399 0.60298934 0.60167914 0.60049851 0.59943423 0.59847447
 0.59760869 0.59682745 0.59612232 0.59548572 0.59491088 0.59439169
 0.59392269]","[6.70746828 3.52128125 2.46275028 1.93612014 1.62223567 1.41470847
 1.26794074 1.15913124 1.07561066 1.00977573 0.95678659 0.91341545
 0.87742666 0.8472225  0.82163056 0.79977098 0.78097043 0.76470486
 0.75056026 0.73820521 0.72737129 0.71783881 0.70942626 0.70198241
 0.69538029 0.68951257 0.68428792 0.67962824 0.67546633 0.67174417
 0.6684114  0.66542416 0.6627441  0.66033763 0.65817517 0.65623066
 0.65448108 0.65290601 0.65148735 0.65020899 0.6490566  0.64801739
 0.64707994 0.64623403 0.64547053 0.64478124 0.6441588  0.64359664
 0.64308881]",1.08,yes
198,131616.04+272300.5,"Spectra(plate='5997', mjd='56309', fiber='0648')","Spectra(plate='2243', mjd='53794', fiber='0492')",6.504216,6.608655,6.395226,6.454328,0.98,0.03,0.0114,0.027,"[0.11979498 0.06288987 0.04398457 0.03457899 0.02897303 0.02526661
 0.02264535 0.02070201 0.01921034 0.01803453 0.01708815 0.01631355
 0.01567079 0.01513134 0.01467427 0.01428386 0.01394809 0.01365758
 0.01340496 0.0131843  0.01299081 0.01282056 0.01267031 0.01253736
 0.01241945 0.01231465 0.01222134 0.01213812 0.01206379 0.01199731
 0.01193779 0.01188444 0.01183657 0.01179359 0.01175497 0.01172024
 0.01168899 0.01166086 0.01163553 0.01161269 0.01159211 0.01157355
 0.01155681 0.0115417  0.01152807 0.01151575 0.01150464 0.0114946
 0.01148553]","[0.28372496 0.1489497  0.10417399 0.08189761 0.06862034 0.05984197
 0.05363371 0.04903109 0.04549818 0.04271337 0.04047194 0.03863734
 0.03711502 0.03583739 0.03475486 0.0338302  0.03303494 0.03234691
 0.03174859 0.03122598 0.0307677  0.03036448 0.03000863 0.02969376
 0.02941449 0.02916628 0.02894528 0.02874818 0.02857213 0.02841468
 0.02827371 0.02814735 0.02803398 0.02793219 0.02784072 0.02775846
 0.02768446 0.02761783 0.02755782 0.02750375 0.027455   0.02741104
 0.02737139 0.02733561 0.02730331 0.02727416 0.02724783 0.02722405
 0.02720257]",2.37,yes
200,132420.83+422554.6,"Spectra(plate='6622', mjd='56365', fiber='0620')","Spectra(plate='1462', mjd='53112', fiber='0532')",4.877712,6.1198106,3.2123682,3.204409,0.8,0.65,0.3419,0.4755,"[3.59279869 1.88614454 1.31915137 1.03706639 0.86893683 0.75777663
 0.67916174 0.62087885 0.57614176 0.54087784 0.51249465 0.48926326
 0.46998617 0.45380757 0.44009946 0.42839056 0.41832021 0.4096077
 0.40203126 0.39541338 0.38961028 0.38450429 0.37999818 0.37601094
 0.37247457 0.36933158 0.36653304 0.36403712 0.36180783 0.35981409
 0.35802892 0.35642882 0.35499328 0.35370427 0.35254597 0.35150441
 0.35056726 0.34972359 0.34896369 0.34827895 0.34766168 0.34710504
 0.3466029  0.3461498  0.34574083 0.34537162 0.34503822 0.3447371
 0.34446509]","[4.99671184 2.62316972 1.83461971 1.44230789 1.20848044 1.05388356
 0.9445493  0.86349194 0.80127349 0.75222992 0.71275579 0.68044657
 0.65363681 0.63113629 0.61207164 0.5957874  0.58178198 0.56966499
 0.559128   0.54992414 0.54185344 0.53475224 0.52848533 0.52294005
 0.51802182 0.51365067 0.50975859 0.50628737 0.50318697 0.50041415
 0.49793141 0.49570607 0.49370957 0.49191687 0.49030596 0.4888574
 0.48755406 0.48638071 0.48532388 0.48437157 0.48351311 0.48273895
 0.4820406  0.48141044 0.48084167 0.48032818 0.4798645  0.47944572
 0.47906742]",1.39,yes
201,132433.98+273332.5,"Spectra(plate='6000', mjd='56102', fiber='0572')","Spectra(plate='5997', mjd='56309', fiber='0990')",7.4195337,5.7312098,0.89045715,0.9729691,0.77,1.82,0.8747,0.8377,"[9.19163795 4.82541862 3.37485144 2.65317921 2.22304487 1.93865815
 1.7375337  1.58842565 1.4739725  1.38375503 1.31114089 1.25170686
 1.20238932 1.16099877 1.12592864 1.09597317 1.07020967 1.04792001
 1.02853683 1.01160598 0.99675962 0.9836967  0.97216849 0.96196774
 0.95292048 0.94487959 0.93771995 0.93133451 0.92563121 0.92053052
 0.91596342 0.91186982 0.90819719 0.90489945 0.90193611 0.89927144
 0.89687389 0.89471548 0.8927714  0.89101959 0.88944041 0.88801632
 0.88673167 0.88557247 0.8845262  0.88358162 0.88272866 0.88195829
 0.88126239]","[8.80282967 4.62130237 3.23209449 2.54094915 2.12900959 1.85665249
 1.66403565 1.5212349  1.41162314 1.32522189 1.25567934 1.19875939
 1.15152799 1.11188827 1.07830161 1.04961326 1.02493957 1.00359277
 0.9850295  0.96881483 0.95459647 0.94208612 0.93104555 0.9212763
 0.91261173 0.90491098 0.89805419 0.89193886 0.88647681 0.88159187
 0.87721797 0.87329753 0.86978025 0.86662201 0.86378402 0.86123207
 0.85893593 0.85686882 0.85500698 0.85332927 0.85181688 0.85045303
 0.84922273 0.84811257 0.84711055 0.84620592 0.84538905 0.84465127
 0.8439848 ]",0.96,yes
202,132646.81+101742.4,"Spectra(plate='5430', mjd='56000', fiber='0780')","Spectra(plate='1800', mjd='53884', fiber='0450')",7.641477,9.6363125,2.7659166,3.0193677,0.79,1.2,0.6205,0.6991,"[6.52041997 3.42308478 2.39407261 1.88212839 1.57699708 1.3752571
 1.23258221 1.12680704 1.04561556 0.98161655 0.93010509 0.88794342
 0.85295824 0.82359636 0.7987181  0.7774681  0.75919184 0.74337987
 0.72962971 0.7176192  0.7070874  0.69782074 0.68964279 0.68240652
 0.67598852 0.67028442 0.66520548 0.66067573 0.65662989 0.65301153
 0.6497717  0.64686776 0.64426244 0.64192307 0.63982092 0.63793064
 0.63622985 0.6346987  0.6333196  0.63207689 0.63095664 0.62994641
 0.6290351  0.62821278 0.62747057 0.6268005  0.62619542 0.62564893
 0.62515527]","[7.34637486 3.85669391 2.69733467 2.12054143 1.77675851 1.54946372
 1.38871591 1.26954199 1.17806582 1.10595992 1.0479234  1.00042102
 0.9610042  0.92792299 0.89989335 0.87595157 0.85536022 0.83754531
 0.82205339 0.80852148 0.7966556  0.78621512 0.77700125 0.76884835
 0.76161736 0.75519072 0.74946841 0.74436487 0.73980654 0.73572983
 0.7320796  0.72880781 0.72587248 0.72323678 0.72086834 0.71873861
 0.71682238 0.71509728 0.71354348 0.71214336 0.7108812  0.70974301
 0.70871626 0.70778978 0.70695354 0.70619859 0.70551687 0.70490116
 0.70434496]",1.13,yes
203,133422.74+131831.0,"Spectra(plate='5432', mjd='56008', fiber='0966')","Spectra(plate='1775', mjd='53847', fiber='0094')",15.255142,16.533789,14.42691,14.203913,0.92,0.14,0.062,0.1345,"[0.65151658 0.34203265 0.23921435 0.18806118 0.15757263 0.13741489
 0.1231589  0.11258991 0.1044773  0.09808256 0.09293556 0.08872279
 0.08522709 0.08229327 0.07980745 0.07768416 0.07585801 0.07427808
 0.07290418 0.07170409 0.07065176 0.06972584 0.06890871 0.06818566
 0.06754438 0.06697443 0.06646695 0.06601434 0.06561008 0.06524853
 0.06492481 0.06463465 0.06437433 0.06414058 0.06393053 0.06374166
 0.06357172 0.06341873 0.06328093 0.06315676 0.06304482 0.06294388
 0.06285282 0.06277066 0.0626965  0.06262954 0.06256908 0.06251448
 0.06246515]","[1.41337065 0.74199017 0.5189408  0.40797142 0.34183095 0.29810166
 0.26717535 0.24424746 0.22664834 0.21277587 0.20161021 0.19247122
 0.18488781 0.17852331 0.17313068 0.16852451 0.16456294 0.16113552
 0.15815503 0.15555162 0.15326874 0.1512601  0.14948744 0.1479189
 0.14652773 0.14529131 0.14419039 0.14320852 0.14233154 0.14154722
 0.14084495 0.14021549 0.13965076 0.13914368 0.13868802 0.13827828
 0.13790961 0.13757772 0.13727879 0.13700941 0.13676659 0.13654761
 0.13635007 0.13617183 0.13601095 0.1358657  0.13573454 0.13561609
 0.13550908]",2.17,yes
204,134027.41+660348.2,"Spectra(plate='6825', mjd='56717', fiber='0272')","Spectra(plate='0497', mjd='51989', fiber='0192')",7.756132,5.4782176,4.555409,4.797109,0.71,0.16,0.3966,0.1457,"[4.16760445 2.1879056  1.53020016 1.20298488 1.00795655 0.87901203
 0.78781967 0.7202122  0.6683177  0.62741196 0.5944878  0.56753966
 0.54517846 0.52641147 0.51051023 0.49692804 0.48524655 0.47514014
 0.46635156 0.4586749  0.45194337 0.44602048 0.44079344 0.4361683
 0.43206615 0.42842031 0.42517404 0.4222788  0.41969285 0.41738013
 0.41530936 0.41345327 0.41178805 0.41029281 0.4089492  0.407741
 0.40665392 0.40567527 0.4047938  0.40399951 0.40328349 0.40263779
 0.40205531 0.40152972 0.40105532 0.40062704 0.4002403  0.399891
 0.39957547]","[1.53106396 0.80377672 0.56215371 0.44194376 0.37029569 0.32292499
 0.28942341 0.26458628 0.24552166 0.23049401 0.21839857 0.20849856
 0.20028367 0.19338919 0.1875475  0.18255778 0.17826632 0.1745535
 0.17132482 0.16850462 0.16603164 0.16385573 0.16193546 0.16023631
 0.15872929 0.15738991 0.15619732 0.15513369 0.15418368 0.15333405
 0.15257331 0.15189143 0.15127967 0.15073037 0.15023676 0.1497929
 0.14939354 0.14903401 0.14871018 0.14841838 0.14815533 0.14791812
 0.14770413 0.14751104 0.14733676 0.14717942 0.14703735 0.14690902
 0.14679311]",0.37,yes
205,134133.71+414934.1,"Spectra(plate='6626', mjd='56330', fiber='0260')","Spectra(plate='1377', mjd='53050', fiber='0327')",10.320407,11.947245,7.903989,8.098064,0.86,0.4,0.2248,0.3304,"[2.36227302 1.24014417 0.86734492 0.68187343 0.57132787 0.4982398
 0.44655033 0.40822921 0.37881447 0.35562836 0.33696636 0.32169167
 0.30901694 0.29837947 0.28936636 0.28166773 0.27504646 0.26931796
 0.26433644 0.25998517 0.25616962 0.25281241 0.24984964 0.24722802
 0.24490285 0.24283632 0.24099628 0.23935521 0.23788944 0.23657855
 0.2354048  0.23435273 0.23340886 0.23256133 0.23179975 0.23111492
 0.23049874 0.22994403 0.22944439 0.22899417 0.22858832 0.22822233
 0.22789217 0.22759425 0.22732536 0.2270826  0.22686339 0.2266654
 0.22648655]","[3.47195287 1.822703   1.27478097 1.00218408 0.83970964 0.73228839
 0.65631775 0.59999524 0.5567629  0.5226851  0.4952566  0.47280662
 0.45417792 0.43854349 0.42529647 0.4139814  0.40424977 0.39583031
 0.38850871 0.38211343 0.37650552 0.37157127 0.36721672 0.3633636
 0.35994618 0.3569089  0.35420449 0.35179253 0.34963822 0.34771154
 0.34598641 0.34444014 0.34305288 0.34180722 0.34068788 0.33968136
 0.33877573 0.33796044 0.3372261  0.33656439 0.33596789 0.33542997
 0.33494472 0.33450685 0.33411165 0.33375485 0.33343266 0.33314167
 0.33287881]",1.47,yes
207,134233.24+170247.0,"Spectra(plate='5439', mjd='56045', fiber='0850')","Spectra(plate='2607', mjd='54184', fiber='0586')",9.548035,13.19043,8.802957,9.121027,0.72,0.39,0.0616,0.3207,"[0.64731325 0.33982598 0.23767103 0.18684788 0.15655604 0.13652834
 0.12236433 0.11186352 0.10380325 0.09744977 0.09233598 0.08815039
 0.08467724 0.08176235 0.07929256 0.07718297 0.0753686  0.07379887
 0.07243383 0.07124149 0.07019594 0.069276   0.06846414 0.06774576
 0.06710861 0.06654234 0.06603813 0.06558844 0.06518679 0.06482757
 0.06450594 0.06421765 0.06395901 0.06372677 0.06351808 0.06333042
 0.06316158 0.06300957 0.06287266 0.06274929 0.06263808 0.06253779
 0.06244732 0.06236568 0.062292   0.06222548 0.06216541 0.06211116
 0.06206215]","[3.37002205 1.76919144 1.2373555  0.9727616  0.81505715 0.71078961
 0.63704934 0.58238037 0.54041726 0.50733993 0.48071668 0.45892579
 0.44084401 0.42566858 0.41281047 0.40182759 0.39238167 0.38420938
 0.37710274 0.37089521 0.36545194 0.36066255 0.35643585 0.35269585
 0.34937875 0.34643064 0.34380563 0.34146448 0.33937342 0.3375033
 0.33582882 0.33432794 0.33298141 0.33177233 0.33068585 0.32970887
 0.32882983 0.32803847 0.3273257  0.32668342 0.32610442 0.32558229
 0.32511129 0.32468628 0.32430268 0.32395636 0.32364363 0.32336118
 0.32310604]",5.21,yes
208,134345.51+121647.0,"Spectra(plate='5438', mjd='56002', fiber='0072')","Spectra(plate='1701', mjd='53142', fiber='0386')",12.568262,14.20093,11.3476305,11.7993965,0.89,0.2,0.0794,0.1853,"[0.83436156 0.43802245 0.3063487  0.24083964 0.20179463 0.17597972
 0.15772285 0.14418772 0.13379835 0.12560895 0.11901748 0.11362241
 0.10914566 0.10538848 0.10220502 0.09948585 0.09714719 0.09512387
 0.09336438 0.0918275  0.09047984 0.08929406 0.0882476  0.08732164
 0.08650038 0.08577048 0.08512057 0.08454094 0.08402323 0.08356022
 0.08314564 0.08277405 0.08244067 0.08214132 0.08187233 0.08163045
 0.08141281 0.08121688 0.08104041 0.08088139 0.08073805 0.08060878
 0.08049216 0.08038694 0.08029196 0.08020622 0.08012879 0.08005886
 0.07999569]","[1.94719391 1.02223628 0.71494223 0.56206026 0.47093885 0.41069322
 0.36808619 0.33649854 0.31225232 0.29314028 0.27775741 0.26516666
 0.25471904 0.24595069 0.23852129 0.23217541 0.22671756 0.22199563
 0.21788942 0.21430272 0.21115761 0.2083903  0.20594812 0.20378715
 0.20187054 0.20016713 0.1986504  0.19729768 0.19608947 0.19500892
 0.19404141 0.19317421 0.19239618 0.19169757 0.19106981 0.19050531
 0.18999741 0.18954016 0.18912832 0.18875721 0.18842267 0.18812098
 0.18784884 0.18760327 0.18738162 0.18718152 0.18700082 0.18683763
 0.1866902 ]",2.33,yes
209,135206.67+502218.9,"Spectra(plate='8209', mjd='57427', fiber='0121')","Spectra(plate='7430', mjd='57105', fiber='0955')",21.682165,20.161251,15.840988,16.177305,0.93,0.23,0.2616,0.2059,"[2.74897964 1.4431571  1.00933021 0.79349683 0.66485485 0.57980219
 0.5196511  0.47505676 0.4408268  0.41384511 0.39212811 0.37435294
 0.35960334 0.34722451 0.33673595 0.32777704 0.32007185 0.3134056
 0.30760859 0.30254502 0.29810486 0.29419808 0.29075029 0.28769951
 0.28499371 0.28258889 0.28044763 0.27853791 0.2768322  0.27530671
 0.27394082 0.27271653 0.27161814 0.27063187 0.26974561 0.26894868
 0.26823163 0.26758611 0.26700469 0.26648077 0.26600847 0.26558256
 0.26519836 0.26485167 0.26453876 0.26425626 0.26400116 0.26377077
 0.26356264]","[2.16366555 1.13587938 0.79442313 0.6245451  0.52329363 0.45635042
 0.40900673 0.37390744 0.34696574 0.325729   0.308636   0.29464553
 0.28303642 0.2732933  0.26503796 0.2579866  0.251922   0.24667512
 0.24211242 0.23812698 0.23463222 0.23155728 0.22884359 0.22644239
 0.22431271 0.22241992 0.22073458 0.21923148 0.21788895 0.21668827
 0.2156132  0.21464959 0.21378507 0.2130088  0.21231124 0.21168399
 0.21111962 0.21061154 0.21015392 0.20974155 0.20936982 0.20903459
 0.2087322  0.20845933 0.20821304 0.20799069 0.20778991 0.20760857
 0.20744475]",0.79,yes
