,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig,t_t_plot
159,120122.09+060750.9,"Spectra(plate='4847', mjd='55931', fiber='0994')","Spectra(plate='0841', mjd='52375', fiber='0580')",12.605461,10.46023,9.224528,9.3325205,0.83,0.12,0.2638,0.1128,"[2.77209797 1.45529374 1.01781846 0.80016997 0.67044614 0.5846782
 0.52402125 0.47905189 0.44453406 0.41732546 0.39542582 0.37750117
 0.36262753 0.35014459 0.33956782 0.33053358 0.32276359 0.31604127
 0.31019551 0.30508935 0.30061185 0.29667222 0.29319544 0.290119
 0.28739044 0.2849654  0.28280613 0.28088035 0.2791603  0.27762198
 0.2762446  0.27501001 0.27390239 0.27290783 0.27201411 0.27121048
 0.2704874  0.26983645 0.26925014 0.26872181 0.26824555 0.26781606
 0.26742862 0.26707902 0.26676347 0.2664786  0.26622136 0.26598902
 0.26577915]","[1.18533984 0.62227875 0.43521578 0.34215001 0.28668053 0.25000645
 0.22406974 0.20484099 0.19008128 0.17844697 0.16908276 0.16141824
 0.15505832 0.14972066 0.14519807 0.14133506 0.13801263 0.13513819
 0.13263857 0.13045519 0.12854063 0.12685605 0.12536939 0.12405392
 0.1228872  0.12185025 0.12092696 0.1201035  0.11936801 0.11871023
 0.11812127 0.11759336 0.11711975 0.11669448 0.11631233 0.1159687
 0.11565951 0.11538117 0.11513046 0.11490455 0.1147009  0.11451725
 0.11435159 0.1142021  0.11406717 0.11394536 0.11383536 0.11373602
 0.11364628]",0.43,yes,0.98
160,113546.78+082331.9,"Spectra(plate='5377', mjd='55957', fiber='0558')","Spectra(plate='1619', mjd='53084', fiber='0527')",11.78852,9.756491,5.859865,5.6764174,0.83,0.53,0.5105,0.4086,"[5.36450346 2.81625267 1.96966006 1.54847146 1.29743273 1.13145648
 1.01407449 0.92705076 0.86025261 0.80759911 0.76521942 0.73053201
 0.70174888 0.67759217 0.65712424 0.63964136 0.62460505 0.61159617
 0.60028359 0.59040226 0.5817375  0.5741136  0.5673854  0.56143196
 0.55615171 0.55145882 0.54728025 0.54355352 0.54022491 0.537248
 0.53458252 0.53219337 0.53004992 0.52812527 0.52639578 0.5248406
 0.52344132 0.52218161 0.52104699 0.52002458 0.51910292 0.51827178
 0.51752203 0.51684549 0.51623485 0.51568357 0.51518576 0.51473615
 0.51433   ]","[4.29370443 2.25410546 1.57649971 1.23938382 1.03845448 0.90560846
 0.81165688 0.7420038  0.68853911 0.64639568 0.61247533 0.58471181
 0.56167403 0.5423392  0.52595683 0.51196369 0.49992874 0.48951654
 0.48046204 0.47255311 0.46561791 0.4595158  0.45413061 0.44936552
 0.44513926 0.4413831  0.43803861 0.43505577 0.43239158 0.43000888
 0.42787545 0.4259632  0.4242476  0.42270712 0.42132285 0.4200781
 0.41895812 0.41794986 0.41704172 0.4162234  0.41548571 0.41482047
 0.41422037 0.41367888 0.41319013 0.41274888 0.41235044 0.41199058
 0.4116655 ]",0.8,yes,1.64
161,110549.37+663456.9,"Spectra(plate='7111', mjd='56741', fiber='0396')","Spectra(plate='0490', mjd='51929', fiber='0557')",7.533827,6.2637053,0.46554258,0.6023772,0.83,2.47,0.9297,0.9154,"[9.76959621 5.12883468 3.58705771 2.82000767 2.36282705 2.06055846
 1.84678756 1.6883038  1.56665397 1.47076374 1.39358372 1.33041256
 1.27799399 1.23400087 1.19672557 1.16488654 1.13750307 1.11381186
 1.09320989 1.07521445 1.05943457 1.04555027 1.03329718 1.02245503
 1.01283888 1.00429239 0.99668256 0.98989561 0.9838337  0.97841228
 0.97355801 0.96920701 0.96530345 0.96179836 0.95864868 0.95581646
 0.95326815 0.95097402 0.94890771 0.94704575 0.94536726 0.94385363
 0.94248821 0.94125612 0.94014406 0.93914008 0.93823349 0.93741469
 0.93667503]","[9.61932706 5.04994651 3.53188408 2.77663227 2.32648368 2.02886438
 1.81838156 1.66233548 1.54255679 1.44814148 1.37214859 1.30994908
 1.25833678 1.21502032 1.17831837 1.14696906 1.12000679 1.09667998
 1.0763949  1.05867625 1.04313909 1.02946834 1.01740372 1.00672833
 0.99726009 0.98884506 0.98135228 0.97466973 0.96870105 0.96336302
 0.95858342 0.95429934 0.95045582 0.94700464 0.94390341 0.94111476
 0.93860564 0.9363468  0.93431227 0.93247895 0.93082628 0.92933593
 0.92799151 0.92677837 0.92568341 0.92469488 0.92380224 0.92299602
 0.92226774]",0.98,yes,1.46
162,000901.16-014328.6,"Spectra(plate='7863', mjd='56975', fiber='0618')","Spectra(plate='9402', mjd='58039', fiber='0310')",6.097237,7.340222,5.378392,5.787979,0.83,0.27,0.0848,0.2398,"[0.89110655 0.46781239 0.32718349 0.25721916 0.2155187  0.18794811
 0.16844959 0.15399394 0.14289799 0.13415162 0.12711186 0.12134988
 0.11656867 0.11255596 0.10915599 0.10625189 0.10375418 0.10159325
 0.0997141  0.0980727  0.09663338 0.09536696 0.09424933 0.09326039
 0.09238328 0.09160374 0.09090963 0.09029058 0.08973765 0.08924316
 0.08880039 0.08840352 0.08804747 0.08772776 0.08744047 0.08718214
 0.0869497  0.08674045 0.08655198 0.08638214 0.08622905 0.08609098
 0.08596644 0.08585406 0.08575263 0.08566105 0.08557836 0.08550367
 0.08543621]","[2.519898   1.322894   0.92521936 0.7273721  0.60945028 0.53148534
 0.47634684 0.4354687  0.40409124 0.37935801 0.35945077 0.34315686
 0.3296364  0.31828913 0.30867462 0.30046229 0.2933992  0.28728846
 0.28197454 0.27733293 0.27326278 0.26968157 0.2665211  0.26372455
 0.26124423 0.25903981 0.25707699 0.25532642 0.25376285 0.25236449
 0.25111241 0.24999015 0.24898329 0.24807921 0.24726681 0.24653629
 0.245879   0.24528727 0.24475429 0.24427404 0.2438411  0.24345068
 0.2430985  0.2427807  0.24249386 0.24223491 0.24200107 0.24178987
 0.24159909]",2.83,yes,1.07
163,123717.43+470807.0,"Spectra(plate='6667', mjd='56412', fiber='0934')","Spectra(plate='1455', mjd='53089', fiber='0314')",8.489558,7.0259743,3.097705,2.954911,0.83,0.84,0.6431,0.5687,"[6.75790827 3.54776119 2.4812701  1.95067972 1.63443484 1.42534704
 1.27747562 1.16784788 1.08369923 1.01736922 0.9639816  0.92028431
 0.88402489 0.85359359 0.8278092  0.80578523 0.78684331 0.77045543
 0.75620446 0.7437565  0.7328411  0.72323694 0.71476112 0.7072613
 0.70060953 0.69469768 0.68943375 0.68473902 0.68054582 0.67679567
 0.67343784 0.67042813 0.66772792 0.66530335 0.66312463 0.6611655
 0.65940276 0.65781585 0.65638652 0.65509855 0.65393749 0.65289047
 0.65194597 0.6510937  0.65032445 0.64962997 0.64900286 0.64843647
 0.64792483]","[5.97608838 3.13732202 2.19421289 1.72500631 1.44534768 1.26044917
 1.12968494 1.03273999 0.95832646 0.89967015 0.85245893 0.81381696
 0.78175238 0.75484166 0.73204026 0.71256424 0.6958137  0.68132172
 0.66871944 0.65771158 0.64805899 0.63956592 0.63207068 0.6254385
 0.61955628 0.61432837 0.60967341 0.60552182 0.60181373 0.59849743
 0.59552806 0.59286655 0.59047873 0.58833465 0.58640799 0.58467551
 0.5831167  0.58171338 0.58044941 0.57931044 0.57828371 0.57735781
 0.57652258 0.57576891 0.57508866 0.57447452 0.57391996 0.57341909
 0.57296664]",0.88,yes,1.61
164,003043.37+300549.8,"Spectra(plate='6526', mjd='56543', fiber='0364')","Spectra(plate='7714', mjd='57363', fiber='0650')",3.8500605,3.2022877,2.1087317,1.8435143,0.83,0.48,0.4857,0.3817,"[5.10389683 2.67943961 1.87397433 1.47324699 1.23440368 1.07649053
 0.96481093 0.88201479 0.81846169 0.76836609 0.72804519 0.6950429
 0.66765804 0.64467486 0.62520126 0.6085677  0.59426185 0.58188493
 0.57112192 0.56172062 0.55347679 0.54622326 0.53982192 0.53415769
 0.52913396 0.52466905 0.52069347 0.51714779 0.51398088 0.51114859
 0.50861259 0.50633951 0.50430019 0.50246903 0.50082356 0.49934394
 0.49801263 0.49681412 0.49573462 0.49476188 0.493885   0.49309423
 0.4923809  0.49173723 0.49115625 0.49063175 0.49015812 0.48973036
 0.48934394]","[4.0110303  2.10570743 1.47271155 1.15778953 0.97008829 0.84598813
 0.75822181 0.69315431 0.64320945 0.60384051 0.57215328 0.54621757
 0.52469647 0.50663454 0.4913307  0.47825878 0.46701616 0.45728944
 0.44883104 0.44144278 0.43496416 0.42926378 0.42423312 0.41978174
 0.41583371 0.41232484 0.40920053 0.40641406 0.40392527 0.40169944
 0.39970646 0.3979201  0.39631744 0.39487838 0.39358524 0.39242244
 0.3913762  0.39043432 0.38958596 0.38882151 0.38813239 0.38751095
 0.38695036 0.38644451 0.38598794 0.38557574 0.38520353 0.38486736
 0.38456369]",0.79,yes,1.38
165,011214.74+342432.7,"Spectra(plate='6598', mjd='56574', fiber='0271')","Spectra(plate='7723', mjd='58430', fiber='0846')",8.108237,9.768628,1.7171732,1.7019669,0.83,1.74,0.7891,0.8249,"[8.29212474 4.35319291 3.04458131 2.39353346 2.00549298 1.74893695
 1.56749496 1.43297894 1.32972642 1.24833782 1.18282986 1.12921217
 1.08472094 1.04738097 1.01574287 0.9887189  0.96547668 0.94536833
 0.92788203 0.91260807 0.89921461 0.88743005 0.87703002 0.86782754
 0.85966565 0.85241166 0.84595268 0.84019214 0.83504697 0.83044544
 0.8263253  0.82263231 0.81931908 0.81634407 0.81367073 0.81126683
 0.8091039  0.80715672 0.80540289 0.80382252 0.80239788 0.80111315
 0.79995423 0.79890847 0.79796459 0.79711244 0.79634296 0.79564798
 0.79502018]","[8.66832302 4.55068918 3.1827083  2.50212362 2.09647847 1.82828297
 1.63860929 1.49799054 1.39005363 1.30497259 1.23649265 1.18044243
 1.13393272 1.09489869 1.06182523 1.03357524 1.00927857 0.98825794
 0.96997832 0.9540114  0.9400103  0.9276911  0.91681924 0.90719926
 0.89866709 0.891084   0.88433198 0.87831009 0.8729315  0.86812121
 0.86381414 0.8599536  0.85649007 0.85338008 0.85058546 0.8480725
 0.84581144 0.84377592 0.84194253 0.84029046 0.83880118 0.83745817
 0.83624666 0.83515346 0.83416676 0.83327595 0.83247156 0.83174505
 0.83108877]",1.05,yes,0.92
166,223819.07+234321.0,"Spectra(plate='7653', mjd='57306', fiber='0264')","Spectra(plate='6307', mjd='56205', fiber='0548')",4.000064,4.8227477,1.604607,1.5964208,0.83,1.1,0.6,0.6682,"[6.30499917 3.30999334 2.31497755 1.81994687 1.52489645 1.32982153
 1.19186032 1.08957973 1.01107065 0.94918602 0.8993764  0.85860766
 0.82477831 0.79638649 0.77233015 0.75178221 0.73410976 0.71882018
 0.70552429 0.69391059 0.68372673 0.67476623 0.66685846 0.65986126
 0.65365529 0.64813965 0.6432285  0.63884841 0.63493624 0.63143742
 0.62830462 0.62549662 0.62297738 0.6207153  0.6186826  0.61685477
 0.61521016 0.6137296  0.61239607 0.61119442 0.61011117 0.60913432
 0.60825312 0.60745797 0.60674028 0.60609234 0.60550726 0.60497882
 0.60450147]","[7.02166741 3.68622925 2.57811333 2.02681416 1.69822635 1.48097791
 1.32733511 1.21342863 1.12599568 1.05707684 1.00160551 0.95620273
 0.91852811 0.88690909 0.86011834 0.83723479 0.81755357 0.80052607
 0.78571889 0.77278509 0.76144367 0.75146466 0.74265804 0.73486549
 0.72795411 0.72181152 0.71634214 0.71146418 0.70710732 0.7032108
 0.69972191 0.69659474 0.69378914 0.69126994 0.68900618 0.68697059
 0.68513905 0.6834902  0.68200509 0.68066685 0.67946048 0.67837259
 0.67739122 0.67650569 0.67570642 0.67498484 0.67433325 0.67374475
 0.67321314]",1.11,yes,0.96
167,170255.82+463659.7,"Spectra(plate='6025', mjd='56098', fiber='0713')","Spectra(plate='8538', mjd='57549', fiber='0128')",4.1371717,3.44207,1.9212197,1.899238,0.83,0.59,0.5383,0.4451,"[5.65663509 2.96961569 2.07692069 1.63279567 1.36808626 1.19307155
 1.06929735 0.97753462 0.90709889 0.85157806 0.80689052 0.77031417
 0.73996361 0.71449141 0.69290887 0.67447394 0.6586188  0.6449015
 0.63297288 0.62255345 0.61341683 0.60537777 0.59828318 0.59200553
 0.58643774 0.58148929 0.57708317 0.5731535  0.56964363 0.5665046
 0.56369396 0.56117472 0.55891454 0.55688508 0.5550614  0.55342154
 0.55194605 0.55061774 0.54942134 0.54834326 0.54737141 0.54649501
 0.54570442 0.54499104 0.54434715 0.54376584 0.54324093 0.54276683
 0.54233857]","[4.67725855 2.45546339 1.71732751 1.35009725 1.13121902 0.98650594
 0.88416171 0.80828656 0.75004591 0.70413783 0.66718739 0.63694378
 0.61184804 0.59078605 0.57294025 0.5576971  0.54458709 0.53324477
 0.52338144 0.514766   0.50721128 0.50056408 0.49469783 0.48950708
 0.48490329 0.4808116  0.47716834 0.47391905 0.47101686 0.46842132
 0.46609731 0.46401424 0.46214539 0.4604673  0.45895937 0.45760343
 0.45638341 0.45528508 0.45429582 0.45340439 0.45260081 0.45187614
 0.45122244 0.45063257 0.45010016 0.4496195  0.44918547 0.44879346
 0.44843934]",0.83,yes,0.88
168,160649.24+451051.6,"Spectra(plate='8534', mjd='57905', fiber='0448')","Spectra(plate='0814', mjd='52443', fiber='0359')",11.6465845,9.673628,7.00426,6.558678,0.83,0.36,0.4179,0.2991,"[4.39143192 2.30541036 1.61238186 1.26759299 1.06209038 0.9262207
 0.83013071 0.75889228 0.70421071 0.66110807 0.62641566 0.59802023
 0.57445809 0.55468319 0.53792795 0.52361631 0.51130745 0.50065825
 0.49139767 0.48330872 0.47621567 0.46997468 0.46446692 0.45959337
 0.45527091 0.45142927 0.44800865 0.44495792 0.44223309 0.43979616
 0.43761417 0.4356584  0.43390374 0.43232821 0.43091243 0.42963935
 0.42849388 0.42746267 0.42653386 0.42569691 0.42494243 0.42426205
 0.4236483  0.42309447 0.4225946  0.42214332 0.4217358  0.42136775
 0.42103527]","[3.14304208 1.65003168 1.15401631 0.90724351 0.76016088 0.66291603
 0.59414237 0.5431555  0.50401872 0.47316923 0.44833913 0.42801592
 0.41115199 0.39699867 0.38500658 0.37476343 0.36595371 0.35833186
 0.35170386 0.34591443 0.34083778 0.33637097 0.33242894 0.32894084
 0.32584716 0.32309762 0.32064941 0.31846593 0.31651571 0.31477155
 0.31320985 0.31181007 0.31055422 0.30942658 0.30841327 0.3075021
 0.30668227 0.30594421 0.30527944 0.30468042 0.30414042 0.30365346
 0.30321418 0.3028178  0.30246003 0.30213703 0.30184537 0.30158194
 0.30134398]",0.72,yes,1.04
169,104750.43+302514.1,"Spectra(plate='6445', mjd='56366', fiber='0462')","Spectra(plate='10471', mjd='58132', fiber='0946')",6.335887,7.6528387,5.100236,5.1997976,0.83,0.4,0.1872,0.327,"[1.96715974 1.03271792 0.722273   0.56782342 0.47576769 0.41490432
 0.37186042 0.33994888 0.31545404 0.29614604 0.28060544 0.26788559
 0.25733083 0.24847259 0.24096701 0.23455605 0.22904224 0.22427189
 0.22012358 0.2165001  0.21332274 0.21052706 0.20805984 0.20587671
 0.20394045 0.20221957 0.20068729 0.1993207  0.19810011 0.19700847
 0.19603104 0.19515495 0.19436894 0.19366317 0.19302897 0.19245869
 0.19194557 0.19148364 0.19106757 0.19069266 0.19035469 0.19004991
 0.18977497 0.18952689 0.18930297 0.18910081 0.18891826 0.18875339
 0.18860446]","[3.43622455 1.80394637 1.26166276 0.99187104 0.83106856 0.72475273
 0.64956387 0.59382095 0.5510335  0.51730638 0.49016014 0.46794117
 0.44950418 0.43403064 0.42091993 0.4097213  0.40008982 0.391757
 0.38451074 0.37818127 0.37263107 0.3677476  0.36343786 0.35962439
 0.35624214 0.35323611 0.35055953 0.34817238 0.34604025 0.34413339
 0.34242602 0.34089566 0.33952267 0.33828984 0.33718201 0.33618585
 0.33528954 0.33448263 0.33375586 0.33310096 0.33251059 0.3319782
 0.33149795 0.33106459 0.33067345 0.33032033 0.33000145 0.32971346
 0.3294533 ]",1.75,yes,1.02
170,090306.66+272532.9,"Spectra(plate='5780', mjd='56274', fiber='0856')","Spectra(plate='10661', mjd='58171', fiber='0162')",7.074565,5.8604126,1.3461547,1.3454971,0.83,1.47,0.8092,0.7696,"[8.50334221 4.46407768 3.12213305 2.45450168 2.05657701 1.79348597
 1.60742228 1.46947987 1.36359728 1.28013555 1.21295897 1.15797553
 1.11235102 1.07405991 1.04161593 1.01390361 0.99006936 0.96944881
 0.9515171  0.93585408 0.92211945 0.91003472 0.89936977 0.88993289
 0.88156311 0.87412434 0.86750084 0.86159356 0.85631734 0.8515986
 0.8473735  0.84358644 0.84018883 0.83713803 0.83439659 0.83193146
 0.82971344 0.82771666 0.82591816 0.82429754 0.8228366  0.82151915
 0.82033071 0.81925831 0.81829039 0.81741654 0.81662745 0.81591477
 0.81527098]","[8.08721226 4.24561812 2.96934454 2.33438518 1.95593385 1.70571775
 1.5287595  1.3975676  1.29686662 1.21748927 1.15360012 1.10130742
 1.05791565 1.02149841 0.99064214 0.96428598 0.94161812 0.92200668
 0.9049525  0.89005598 0.87699349 0.86550015 0.85535712 0.84638205
 0.83842186 0.83134713 0.82504776 0.81942956 0.81441155 0.80992373
 0.8059054  0.80230367 0.79907232 0.79617082 0.79356354 0.79121905
 0.78910957 0.78721051 0.78550002 0.7839587  0.78256927 0.78131629
 0.780186   0.77916609 0.77824553 0.77741444 0.77666397 0.77598617
 0.77537389]",0.95,yes,1.04
171,132624.76+131727.4,"Spectra(plate='5431', mjd='56011', fiber='0284')","Spectra(plate='5432', mjd='56008', fiber='0522')",15.261208,12.652782,8.342268,8.346789,0.83,0.42,0.4535,0.3409,"[4.76552854 2.5018033  1.7497372  1.37557651 1.15256757 1.00512344
 0.90084776 0.82354068 0.7642009  0.71742644 0.67977866 0.64896429
 0.62339494 0.60193546 0.58375287 0.56822205 0.55486463 0.54330825
 0.53325878 0.52448075 0.51678346 0.51001081 0.50403385 0.49874514
 0.49405446 0.48988555 0.48617354 0.48286292 0.47990597 0.47726145
 0.47489358 0.4727712  0.47086707 0.46915731 0.46762093 0.4662394
 0.46499635 0.46387729 0.46286936 0.46196111 0.46114236 0.46040402
 0.45973798 0.45913698 0.45859452 0.45810479 0.45766257 0.45726316
 0.45690236]","[3.58229036 1.88062788 1.31529308 1.03403315 0.86639533 0.75556027
 0.6771753  0.61906288 0.57445664 0.53929586 0.51099569 0.48783225
 0.46861154 0.45248026 0.43881225 0.42713759 0.41709669 0.40840966
 0.40085539 0.39425686 0.38847074 0.38337968 0.37888675 0.37491117
 0.37138515 0.36825135 0.36546099 0.36297237 0.3607496  0.35876169
 0.35698174 0.35538633 0.35395498 0.35266974 0.35151483 0.35047632
 0.34954191 0.3487007  0.34794303 0.34726029 0.34664483 0.34608982
 0.34558915 0.34513737 0.3447296  0.34436146 0.34402904 0.3437288
 0.34345759]",0.75,yes,1.07
172,144450.49+200356.2,"Spectra(plate='5903', mjd='56064', fiber='0636')","Spectra(plate='2789', mjd='54555', fiber='0049')",3.726859,4.512817,2.0256484,1.7883283,0.83,0.86,0.4875,0.5768,"[5.12281182 2.68936959 1.88091926 1.47870683 1.23897837 1.08047999
 0.96838651 0.88528353 0.8214949  0.77121364 0.73074332 0.69761872
 0.67013238 0.64706402 0.62751825 0.61082305 0.59646418 0.58404139
 0.57323849 0.56380235 0.55552797 0.54824756 0.5418225  0.53613728
 0.53109493 0.52661347 0.52262316 0.51906433 0.51588569 0.5130429
 0.51049751 0.508216   0.50616912 0.50433118 0.50267961 0.5011945
 0.49985826 0.4986553  0.4975718  0.49659546 0.49571533 0.49492164
 0.49420566 0.4935596  0.49297647 0.49245003 0.49197465 0.49154529
 0.49115744]","[6.06120587 3.18200693 2.22546508 1.74957559 1.46593379 1.27840176
 1.14577505 1.04744932 0.97197592 0.91248416 0.86460051 0.82540816
 0.79288688 0.76559288 0.74246672 0.7227133  0.70572418 0.6910258
 0.67824402 0.66707938 0.6572893  0.64867527 0.64107326 0.63434663
 0.62838062 0.62307825 0.618357   0.61414627 0.61038537 0.60702184
 0.60401018 0.60131075 0.59888892 0.59671431 0.5947602  0.59300305
 0.59142204 0.58999873 0.58871675 0.58756157 0.58652021 0.58558113
 0.584734   0.58396959 0.58327965 0.58265677 0.58209431 0.58158631
 0.58112741]",1.18,yes,1.17
173,125628.67+393547.9,"Spectra(plate='8837', mjd='57867', fiber='0764')","Spectra(plate='2021', mjd='53475', fiber='0240')",11.4782295,9.494433,3.782193,3.4157343,0.83,0.97,0.6864,0.6208,"[7.21291905 3.78663238 2.64833432 2.08201922 1.74448154 1.52131583
 1.3634882  1.24647921 1.15666482 1.08586881 1.0288866  0.98224716
 0.94354639 0.91106615 0.88354569 0.86003885 0.83982156 0.82233028
 0.80711979 0.79383371 0.78218338 0.77193257 0.76288608 0.75488129
 0.74778166 0.74147176 0.73585341 0.73084258 0.72636705 0.72236441
 0.71878049 0.71556813 0.71268612 0.7100983  0.70777289 0.70568186
 0.70380043 0.70210667 0.7005811  0.69920641 0.69796718 0.69684966
 0.69584157 0.69493192 0.69411088 0.69336964 0.6927003  0.69209577
 0.69154968]","[6.52357247 3.42473978 2.3952301  1.88303836 1.57775953 1.37592201
 1.23317814 1.12735183 1.0461211  0.98209114 0.93055478 0.88837272
 0.85337063 0.82399456 0.79910426 0.77784399 0.7595589  0.74373928
 0.72998247 0.71796615 0.70742926 0.69815813 0.68997622 0.68273645
 0.67631534 0.67060849 0.66552709 0.66099516 0.65694736 0.65332725
 0.65008585 0.6471805  0.64457393 0.64223343 0.64013026 0.63823907
 0.63653745 0.63500556 0.6336258  0.63238249 0.6312617  0.63025098
 0.62933923 0.62851651 0.62777394 0.62710354 0.62649817 0.62595142
 0.62545752]",0.9,yes,0.99
174,103032.78+512239.1,"Spectra(plate='8167', mjd='57071', fiber='0510')","Spectra(plate='8174', mjd='57374', fiber='0041')",2.9533358,2.4655702,0.53536475,0.5411358,0.83,1.52,0.8172,0.781,"[8.58740887 4.50821093 3.15299942 2.47876764 2.07690896 1.81121692
 1.62331375 1.4840076  1.37707823 1.29279136 1.22495065 1.16942363
 1.12334806 1.0846784  1.05191366 1.02392737 0.99985749 0.97903308
 0.96092409 0.94510622 0.93123581 0.9190316  0.90826122 0.89873104
 0.89027851 0.8827662  0.87607722 0.87011154 0.86478315 0.86001776
 0.8557509  0.8519264  0.84849519 0.84541424 0.8426457  0.84015619
 0.83791624 0.83589972 0.83408344 0.83244679 0.83097142 0.82964094
 0.82844075 0.82735775 0.82638026 0.82549777 0.82470088 0.82398116
 0.823331  ]","[8.20700725 4.308508   3.01332911 2.36896417 1.98490688 1.73098436
 1.55140485 1.41826962 1.31607696 1.23552381 1.17068827 1.11762097
 1.07358644 1.03662975 1.00531641 0.97856984 0.9555662  0.93566426
 0.91835746 0.90324028 0.8899843  0.87832071 0.86802743 0.85891941
 0.85084131 0.84366178 0.8372691  0.83156768 0.82647533 0.82192104
 0.81784318 0.8141881  0.81090889 0.80796441 0.80531851 0.80293929
 0.80079856 0.79887137 0.79713555 0.7955714  0.79416138 0.79288984
 0.79174281 0.79070779 0.78977359 0.7889302  0.78816861 0.78748077
 0.78685941]",0.96,yes,0.99
175,102754.03+182221.6,"Spectra(plate='5884', mjd='56046', fiber='0084')","Spectra(plate='2591', mjd='54140', fiber='0453')",6.374441,5.313666,0.59194237,0.48100597,0.83,2.31,0.9169,0.9003,"[9.63508956 5.05822149 3.53767152 2.78118214 2.33029592 2.03218893
 1.82136121 1.66505943 1.54508447 1.45051444 1.37439703 1.3120956
 1.26039872 1.21701129 1.18024919 1.14884851 1.12184206 1.09847703
 1.07815871 1.06041103 1.0448484  1.03115526 1.01907087 1.00837799
 0.99889423 0.99046541 0.98296035 0.97626685 0.97028839 0.96494161
 0.96015418 0.95586309 0.95201326 0.94855643 0.94545012 0.9426569
 0.94014367 0.93788112 0.93584326 0.93400693 0.93235156 0.93085876
 0.92951214 0.92829702 0.92720026 0.92621011 0.92531601 0.92450847
 0.923779  ]","[9.46065125 4.96664501 3.47362381 2.73083028 2.28810712 1.9953972
 1.78838641 1.63491439 1.51711151 1.42425363 1.34951428 1.28834079
 1.23757986 1.19497793 1.15888139 1.12804921 1.10153169 1.07858967
 1.0586392  1.04121283 1.02593196 1.01248673 1.00062112 0.99012183
 0.98080977 0.97253355 0.96516437 0.95859204 0.95272182 0.94747185
 0.94277109 0.93855768 0.93477756 0.93138331 0.92833323 0.92559058
 0.92312285 0.92090127 0.9189003  0.91709722 0.91547182 0.91400605
 0.9126838  0.91149068 0.91041378 0.90944156 0.90856364 0.90777072
 0.90705446]",0.98,yes,0.95
176,124908.98+073333.0,"Spectra(plate='5413', mjd='55976', fiber='0385')","Spectra(plate='1792', mjd='54270', fiber='0355')",7.1734166,8.6181,2.2955787,2.1537201,0.83,1.36,0.6905,0.7424,"[7.25600321 3.80925067 2.66415333 2.09445552 1.75490166 1.53040294
 1.37163258 1.25392468 1.16357381 1.09235492 1.03503234 0.98811431
 0.94918237 0.91650812 0.88882328 0.86517603 0.84483798 0.82724222
 0.81194088 0.79857543 0.78685552 0.77654347 0.76744294 0.75939034
 0.7522483  0.74590072 0.7402488  0.73520805 0.73070579 0.72667923
 0.7230739  0.71984236 0.71694313 0.71433986 0.71200055 0.70989703
 0.70800436 0.70630049 0.70476581 0.70338291 0.70213628 0.70101208
 0.69999796 0.69908288 0.69825693 0.69751127 0.69683793 0.6962298
 0.69568044]","[7.80138564 4.09556509 2.86439889 2.25188093 1.88680521 1.64543251
 1.4747285  1.34817332 1.25103142 1.17445951 1.11282839 1.06238387
 1.0205257  0.98539555 0.95562984 0.93020519 0.90833847 0.88942016
 0.87296873 0.8585987  0.84599788 0.83491075 0.8251262  0.81646834
 0.80878948 0.80196479 0.79588807 0.79046844 0.78562777 0.78129857
 0.77742225 0.77394782 0.77083068 0.76803173 0.7655166  0.76325497
 0.76122004 0.7593881  0.75773807 0.75625122 0.75491089 0.7537022
 0.75261186 0.75162799 0.75073997 0.74993826 0.74921431 0.74856046
 0.74796982]",1.08,yes,1.1
177,131823.95+254251.4,"Spectra(plate='5997', mjd='56309', fiber='0291')","Spectra(plate='5996', mjd='56096', fiber='0522')",3.053288,3.680194,0.6030618,0.6006856,0.83,1.81,0.8035,0.837,"[8.44344472 4.43263275 3.10014077 2.43721218 2.0420905  1.78085266
 1.59609961 1.45912886 1.35399211 1.27111828 1.20441489 1.14981875
 1.10451562 1.06649424 1.03427879 1.00676168 0.98309532 0.96262002
 0.94481462 0.92926193 0.91562405 0.90362444 0.89303462 0.88366421
 0.87535338 0.86796702 0.86139017 0.8555245  0.85028544 0.84559994
 0.84140461 0.83764422 0.83427054 0.83124124 0.82851911 0.82607134
 0.82386895 0.82188623 0.8201004  0.81849119 0.81704055 0.81573238
 0.8145523  0.81348746 0.81252635 0.81165866 0.81087513 0.81016747
 0.80952822]","[8.79547384 4.61744071 3.22939368 2.53882588 2.12723055 1.85510103
 1.66264514 1.51996373 1.41044356 1.3241145  1.25463007 1.19775768
 1.15056575 1.11095915 1.07740056 1.04873618 1.02408311 1.00275415
 0.98420639 0.96800527 0.95379879 0.94129889 0.93026755 0.92050646
 0.91184913 0.90415481 0.89730376 0.89119353 0.88573605 0.8808552
 0.87648495 0.87256779 0.86905344 0.86589784 0.86306222 0.8605124
 0.85821818 0.8561528  0.85429251 0.85261621 0.85110509 0.84974238
 0.8485131  0.84740387 0.84640268 0.84549882 0.84468262 0.84394546
 0.84327955]",1.04,yes,0.92
