,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig,t_t_plot
274,090953.38+245302.9,"Spectra(plate='5778', mjd='56328', fiber='0182')","Spectra(plate='11678', mjd='58511', fiber='0116')",9.395417,10.37495,3.393553,3.6167507,0.91,1.09,0.6275,0.6626,"[6.5939783  3.46170137 2.42108069 1.9033611  1.59478754 1.39077168
 1.24648725 1.1395188  1.05741139 0.99269038 0.94059781 0.89796051
 0.86258065 0.83288754 0.80772862 0.7862389  0.76775645 0.7517661
 0.73786082 0.72571482 0.71506421 0.70569301 0.6974228  0.6901049
 0.68361449 0.67784605 0.67270981 0.66812896 0.66403748 0.6603783
 0.65710192 0.65416522 0.65153051 0.64916475 0.64703888 0.64512728
 0.6434073  0.64185888 0.64046422 0.63920749 0.6380746  0.63705298
 0.63613139 0.63529979 0.6345492  0.63387157 0.63325967 0.63270702
 0.63220779]","[6.96282075 3.65533598 2.55650687 2.00982799 1.68399398 1.46856624
 1.31621108 1.20325922 1.11655902 1.04821777 0.99321133 0.94818906
 0.91083018 0.87947615 0.85290993 0.83021815 0.81070188 0.79381708
 0.779134   0.76630859 0.75506222 0.74516684 0.73643402 0.72870679
 0.72185333 0.71576222 0.71033867 0.7055016  0.70118125 0.69731739
 0.69385774 0.69075677 0.68797469 0.6854766  0.68323181 0.68121328
 0.67939709 0.67776206 0.67628939 0.67496237 0.67376611 0.67268733
 0.67171419 0.67083608 0.67004351 0.66932797 0.66868185 0.66809828
 0.66757112]",1.06,yes,1.33
275,021646.94-092107.3,"Spectra(plate='4395', mjd='55828', fiber='0336')","Spectra(plate='0668', mjd='52162', fiber='0260')",12.484707,11.361462,2.9920266,3.1833947,0.91,1.31,0.7533,0.7289,"[7.91592645 4.15569664 2.90645431 2.28494329 1.91450749 1.66959093
 1.49638063 1.36796735 1.2693992  1.19170305 1.12916706 1.07798191
 1.03550917 0.99986324 0.9696605  0.94386257 0.9216748  0.90247873
 0.88578575 0.87120474 0.85841891 0.847169   0.83724079 0.82845582
 0.82066422 0.81373933 0.80757338 0.80207418 0.79716244 0.79276968
 0.78883645 0.78531101 0.7821481  0.77930806 0.776756   0.77446116
 0.77239636 0.77053752 0.76886326 0.76735459 0.76599458 0.76476814
 0.76366179 0.76266348 0.76176242 0.76094893 0.76021436 0.75955091
 0.7589516 ]","[7.65952315 4.02109024 2.81231189 2.21093212 1.85249504 1.61551152
 1.44791164 1.32365778 1.22828233 1.15310282 1.09259242 1.0430652
 1.00196819 0.96747686 0.93825241 0.91329009 0.891821   0.87324671
 0.85709443 0.84298571 0.83061403 0.81972851 0.81012188 0.80162146
 0.79408224 0.78738165 0.78141542 0.77609435 0.7713417  0.76709122
 0.7632854  0.75987414 0.75681369 0.75406564 0.75159624 0.74937573
 0.74737782 0.74557918 0.74395916 0.74249935 0.74118339 0.73999668
 0.73892616 0.73796019 0.73708831 0.73630118 0.7355904  0.73494844
 0.73436854]",0.97,yes,1.19
276,014128.42-012727.8,"Spectra(plate='7845', mjd='56980', fiber='0838')","Spectra(plate='9324', mjd='58077', fiber='0684')",8.513105,7.758847,4.3997564,4.1305027,0.91,0.6,0.4984,0.4497,"[5.23735264 2.74950113 1.92297468 1.5117692  1.26668065 1.10463842
 0.99003864 0.90507756 0.83986269 0.78845719 0.74708199 0.71321676
 0.68511585 0.66153171 0.64154891 0.62448042 0.60980051 0.59709996
 0.58605551 0.57640839 0.56794901 0.56050581 0.55393709 0.54812476
 0.54296966 0.538388   0.53430848 0.53067008 0.52742037 0.52451402
 0.52191171 0.51957919 0.51748654 0.51560751 0.51391901 0.51240069
 0.51103458 0.50980473 0.508697   0.50769883 0.50679902 0.50598758
 0.50525559 0.50459509 0.50399892 0.5034607  0.50297469 0.50253574
 0.50213922]","[4.72559688 2.48084001 1.73507567 1.36405018 1.14290989 0.99670124
 0.89329931 0.81664001 0.75779745 0.71141493 0.67408261 0.64352644
 0.61817135 0.59689167 0.57886145 0.56346077 0.55021526 0.53875572
 0.52879046 0.52008598 0.51245319 0.50573729 0.49981041 0.49456602
 0.48991464 0.48578067 0.48209976 0.47881688 0.47588471 0.47326234
 0.47091431 0.46880972 0.46692155 0.46522612 0.46370261 0.46233265
 0.46110002 0.45999034 0.45899085 0.45809021 0.45727833 0.45654617
 0.45588571 0.45528975 0.45475184 0.45426621 0.45382769 0.45343163
 0.45307385]",0.9,yes,1.02
277,133324.32+095106.3,"Spectra(plate='5435', mjd='55982', fiber='0380')","Spectra(plate='1802', mjd='53885', fiber='0395')",9.273118,10.16021,3.3694057,3.2708006,0.91,1.12,0.642,0.6732,"[6.74634911 3.54169287 2.47702598 1.94734315 1.6316392  1.42290904
 1.27529054 1.16585031 1.0818456  1.01562905 0.96233274 0.91871019
 0.88251279 0.85213355 0.82639326 0.80440697 0.78549744 0.76913759
 0.754911   0.74248433 0.73158761 0.72199987 0.71353855 0.70605155
 0.69941116 0.69350943 0.6882545  0.6835678  0.67938177 0.67563804
 0.67228595 0.66928138 0.6665858  0.66416537 0.66199038 0.6600346
 0.65827488 0.65669068 0.65526379 0.65397803 0.65281896 0.65177372
 0.65083084 0.64998003 0.64921209 0.6485188  0.64789276 0.64732734
 0.64681657]","[7.07420907 3.71381253 2.59740481 2.04198039 1.71093382 1.49205976
 1.33726728 1.22250846 1.13442127 1.06498672 1.00910032 0.96335779
 0.92540127 0.89354564 0.86655443 0.84349964 0.82367115 0.80651624
 0.79159826 0.77856768 0.7671414  0.75708771 0.74821519 0.74036434
 0.73340124 0.72721269 0.72170238 0.71678792 0.71239846 0.70847278
 0.70495779 0.70180721 0.69898062 0.69644257 0.69416187 0.69211105
 0.6902658  0.68860462 0.68710839 0.68576013 0.68454474 0.68344871
 0.68246    0.68156784 0.68076259 0.68003561 0.67937914 0.67878624
 0.67825065]",1.05,yes,1.15
278,091610.35+621326.2,"Spectra(plate='7446', mjd='56722', fiber='0523')","Spectra(plate='1786', mjd='54450', fiber='0564')",43.14959,39.264145,15.2821245,15.483392,0.91,0.94,0.6436,0.6083,"[6.76316244 3.55051952 2.48319925 1.95219634 1.63570559 1.42645523
 1.27846883 1.16875586 1.08454178 1.01816021 0.96473108 0.92099981
 0.8847122  0.85425724 0.82845281 0.80641172 0.78745507 0.77105444
 0.75679239 0.74433475 0.73341088 0.72379924 0.71531684 0.70781118
 0.70115425 0.6952378  0.68996977 0.6852714  0.68107494 0.67732187
 0.67396142 0.67094938 0.66824707 0.66582061 0.6636402  0.66167955
 0.65991544 0.65832729 0.65689685 0.65560788 0.65444592 0.65339808
 0.65245284 0.65159991 0.65083007 0.65013505 0.64950745 0.64894062
 0.64842858]","[6.39221832 3.35578158 2.3470014  1.8451228  1.54599085 1.34821739
 1.20834772 1.10465225 1.02505713 0.96231643 0.91181777 0.87048506
 0.83618775 0.80740317 0.78301405 0.76218186 0.74426494 0.72876386
 0.71528405 0.70350968 0.69318495 0.6841005  0.67608333 0.66898934
 0.66269753 0.65710558 0.6521265  0.64768581 0.64371952 0.6401723
 0.63699617 0.63414932 0.63159523 0.62930186 0.62724104 0.62538793
 0.62372057 0.62221953 0.62086755 0.61964927 0.61855105 0.61756068
 0.61666729 0.61586114 0.61513352 0.61447662 0.61388344 0.6133477
 0.61286374]",0.95,yes,1.02
279,223819.07+234321.0,"Spectra(plate='7653', mjd='57306', fiber='0264')","Spectra(plate='6307', mjd='56205', fiber='0548')",8.011963,8.850968,0.2512708,0.2605201,0.91,3.53,0.9675,0.9706,"[10.16681116  5.33736426  3.7329013   2.93466433  2.45889552  2.14433722
  1.92187476  1.75694732  1.63035142  1.53056246  1.45024444  1.38450485
  1.32995503  1.28417322  1.24538237  1.21224881  1.18375198  1.15909753
  1.13765792  1.11893082  1.10250936  1.08806054  1.07530926  1.06402629
  1.05401916  1.04512519  1.03720596  1.03014306  1.02383468  1.01819284
  1.0131412   1.0086133   1.00455102  1.00090342  0.99762569  0.99467831
  0.99202639  0.98963899  0.98748866  0.985551    0.98380427  0.98222909
  0.98080815  0.97952597  0.97836869  0.9773239   0.97638045  0.97552835
  0.97475862]","[10.19938699  5.35446589  3.74486201  2.94406739  2.46677416  2.15120796
  1.92803271  1.76257681  1.63557529  1.53546659  1.45489122  1.38894099
  1.33421638  1.28828788  1.24937274  1.21613302  1.18754488  1.16281144
  1.14130313  1.12251602  1.10604195  1.09154684  1.0787547   1.06743557
  1.05739638  1.04847391  1.04052931  1.03344378  1.02711518  1.02145526
  1.01638744  1.01184503  1.00776974  1.00411045  1.00082221  0.9978654
  0.99520498  0.99280992  0.9906527   0.98870883  0.98695651  0.98537629
  0.98395079  0.98266451  0.98150352  0.98045538  0.9795089   0.97865408
  0.97788188]",1.0,yes,0.98
280,150332.93+440120.7,"Spectra(plate='8490', mjd='57104', fiber='0108')","Spectra(plate='1677', mjd='53148', fiber='0358')",12.408617,13.704922,9.409735,9.80227,0.91,0.35,0.2255,0.2988,"[2.36962885 1.24400583 0.87004573 0.6839967  0.57310692 0.49979126
 0.44794084 0.40950038 0.37999405 0.35673575 0.33801563 0.32269338
 0.30997918 0.29930859 0.29026741 0.28254481 0.27590292 0.27015658
 0.26515955 0.26079473 0.2569673  0.25359964 0.25062764 0.24799786
 0.24566545 0.24359249 0.24174671 0.24010053 0.2386302  0.23731523
 0.23613782 0.23508248 0.23413566 0.2332855  0.23252154 0.23183458
 0.23121649 0.23066004 0.23015886 0.22970723 0.22930012 0.22893298
 0.2286018  0.22830295 0.22803322 0.2277897  0.22756981 0.22737121
 0.2271918 ]","[3.13988959 1.64837668 1.15285882 0.90633354 0.75939843 0.66225112
 0.59354644 0.54261071 0.50351318 0.47269464 0.44788944 0.42758661
 0.4107396  0.39660047 0.38462041 0.37438754 0.36558666 0.35797245
 0.3513511  0.34556747 0.34049591 0.33603358 0.33209551 0.32861091
 0.32552034 0.32277355 0.32032779 0.31814651 0.31619825 0.31445583
 0.3128957  0.31149732 0.31024273 0.30911622 0.30810393 0.30719367
 0.30637466 0.30563734 0.30497324 0.30437482 0.30383536 0.30334889
 0.30291005 0.30251407 0.30215666 0.30183399 0.30154261 0.30127945
 0.30104173]",1.32,yes,1.04
281,095737.97+152806.4,"Spectra(plate='5325', mjd='55980', fiber='0798')","Spectra(plate='9588', mjd='57782', fiber='0721')",4.7573705,4.34393,0.73390186,0.68203163,0.91,1.81,0.8508,0.8366,"[8.94048882 4.69357056 3.28263816 2.58068466 2.16230317 1.88568693
 1.69005793 1.54502406 1.43369818 1.34594578 1.27531573 1.21750566
 1.16953565 1.12927604 1.09516415 1.06602717 1.04096764 1.01928701
 1.00043345 0.98396521 0.96952451 0.95681851 0.94560529 0.93568327
 0.92688321 0.91906203 0.91209801 0.90588705 0.90033958 0.89537826
 0.89093595 0.88695421 0.88338192 0.88017429 0.87729192 0.87470006
 0.87236801 0.87026858 0.86837762 0.86667368 0.86513765 0.86375247
 0.86250292 0.8613754  0.86035771 0.85943894 0.85860929 0.85785997
 0.85718309]","[8.7912705  4.61523405 3.22785036 2.53761258 2.12621395 1.85421449
 1.66185057 1.51923734 1.40976951 1.32348171 1.25403049 1.19718528
 1.15001589 1.11042823 1.07688567 1.048235   1.02359371 1.00227493
 0.98373604 0.96754266 0.95334298 0.94084905 0.92982298 0.92006655
 0.91141336 0.90372272 0.89687494 0.89076764 0.88531276 0.88043424
 0.87606608 0.87215079 0.86863813 0.86548403 0.86264977 0.86010117
 0.85780804 0.85574365 0.85388425 0.85220875 0.85069835 0.84933629
 0.8481076  0.84699889 0.84599819 0.84509475 0.84427895 0.84354214
 0.84287655]",0.98,yes,1.17
282,141056.25+541608.5,"Spectra(plate='7339', mjd='56772', fiber='0586')","Spectra(plate='7340', mjd='56837', fiber='0623')",11.852095,13.024052,10.796455,10.802923,0.91,0.19,0.0888,0.1708,"[0.93313988 0.48987901 0.34261668 0.26935214 0.22568467 0.19681359
 0.17639533 0.1612578  0.14963846 0.14047953 0.13310771 0.12707393
 0.12206719 0.1178652  0.11430486 0.11126377 0.10864824 0.10638539
 0.1044176  0.10269877 0.10119156 0.0998654  0.09869505 0.09765947
 0.09674098 0.09592467 0.09519782 0.09454956 0.09397056 0.09345274
 0.09298908 0.0925735  0.09220065 0.09186586 0.09156502 0.09129451
 0.0910511  0.09083198 0.09063462 0.09045677 0.09029645 0.09015188
 0.09002146 0.08990378 0.08979756 0.08970167 0.08961507 0.08953687
 0.08946622]","[1.7948231  0.94224477 0.65899694 0.51807821 0.43408719 0.37855586
 0.3392829  0.31016703 0.28781811 0.27020162 0.25602248 0.24441698
 0.23478689 0.22670469 0.21985665 0.21400734 0.20897658 0.20462414
 0.20083925 0.19753321 0.19463421 0.19208345 0.18983237 0.18784051
 0.18607387 0.18450375 0.18310571 0.18185885 0.18074518 0.17974918
 0.17885738 0.17805804 0.17734089 0.17669696 0.17611831 0.17559799
 0.17512983 0.17470836 0.17432875 0.17398668 0.17367831 0.17340024
 0.17314939 0.17292303 0.17271873 0.17253429 0.17236773 0.1722173
 0.17208142]",1.92,yes,0.9
283,003320.81+352333.2,"Spectra(plate='7132', mjd='56565', fiber='0080')","Spectra(plate='7713', mjd='58096', fiber='0614')",3.521231,3.857113,0.54603153,0.51891696,0.91,1.97,0.8466,0.86,"[8.89635382 4.6704006  3.26643332 2.56794503 2.15162889 1.87637818
 1.68171491 1.537397   1.42662069 1.33930148 1.26902009 1.2114954
 1.1637622  1.12370134 1.08975784 1.0607647  1.03582887 1.01425527
 0.99549478 0.97910784 0.96473842 0.95209515 0.94093728 0.93106424
 0.92230762 0.91452505 0.90759542 0.90141511 0.89589503 0.8909582
 0.88653782 0.88257573 0.87902108 0.87582929 0.87296114 0.87038208
 0.86806154 0.86597247 0.86409085 0.86239532 0.86086687 0.85948853
 0.85824515 0.85712319 0.85611053 0.85519629 0.85437074 0.85362512
 0.85295157]","[9.03716547 4.74432379 3.31813449 2.60859051 2.18568491 1.90607753
 1.70833312 1.56173095 1.44920127 1.36049997 1.28910617 1.23067097
 1.18218225 1.1414873  1.10700655 1.0775545  1.05222399 1.03030892
 1.01125149 0.99460517 0.98000832 0.96716493 0.95583046 0.94580114
 0.93690592 0.92900017 0.92196085 0.91568272 0.91007527 0.9050603
 0.90056996 0.89654516 0.89293424 0.88969193 0.88677839 0.8841585
 0.88180124 0.8796791  0.8777677  0.87604533 0.87449268 0.87309253
 0.87182947 0.87068975 0.86966106 0.86873235 0.86789373 0.86713631
 0.86645211]",1.02,yes,0.98
284,233730.65+244736.5,"Spectra(plate='7668', mjd='57579', fiber='0853')","Spectra(plate='6305', mjd='56563', fiber='0330')",4.5002837,4.09826,0.15912934,0.24813627,0.91,2.97,0.9533,0.9488,"[10.01759284  5.25902775  3.67811349  2.89159225  2.42280631  2.11286477
  1.8936674   1.7311606   1.60642275  1.50809839  1.4289592   1.36418446
  1.31043528  1.2653254   1.22710389  1.19445664  1.16637805  1.14208546
  1.12096052  1.10250827  1.08632783  1.07209108  1.05952695  1.04840957
  1.03854932  1.02978588  1.02198288  1.01502365  1.00880786  1.00324882
  0.99827133  0.99380988  0.98980723  0.98621316  0.98298353  0.98007942
  0.97746642  0.97511405  0.97299528  0.97108606  0.96936497  0.96781291
  0.96641283  0.96514947  0.96400917  0.96297971  0.96205011  0.96121052
  0.96045209]","[9.97030535 5.2342028  3.66075116 2.87794265 2.41136959 2.10289111
 1.88472845 1.72298875 1.59883972 1.5009795  1.42221387 1.35774491
 1.30424944 1.2593525  1.22131141 1.18881827 1.16087223 1.1366943
 1.11566908 1.09730394 1.08119987 1.06703033 1.05452551 1.04346061
 1.0336469  1.02492483 1.01715867 1.01023229 1.00404583 0.99851304
 0.99355904 0.98911866 0.9851349  0.98155779 0.97834341 0.97545301
 0.97285234 0.97051108 0.96840231 0.9665021  0.96478914 0.96324441
 0.96185093 0.96059353 0.95945862 0.95843402 0.95750881 0.95667318
 0.95591833]",1.0,yes,0.88
285,141056.25+541608.5,"Spectra(plate='7339', mjd='56772', fiber='0586')","Spectra(plate='7340', mjd='56837', fiber='0623')",11.852095,12.962309,11.145229,11.010495,0.91,0.16,0.0651,0.1452,"[0.68409241 0.35913428 0.25117506 0.19746424 0.16545126 0.14428564
 0.12931684 0.1182194  0.10970117 0.10298668 0.09758234 0.09315893
 0.08948845 0.08640793 0.08379782 0.08156837 0.07965091 0.07799199
 0.07654939 0.0752893  0.07418435 0.07321214 0.07235414 0.07159495
 0.0709216  0.07032315 0.06979029 0.06931505 0.06889058 0.06851096
 0.06817105 0.06786638 0.06759305 0.06734761 0.06712706 0.06692874
 0.0667503  0.06658966 0.06644497 0.06631459 0.06619706 0.06609107
 0.06599546 0.06590919 0.06583132 0.06576102 0.06569754 0.0656402
 0.06558841]","[1.5258098  0.80101839 0.56022457 0.44042714 0.36902494 0.32181681
 0.2884302  0.2636783  0.2446791  0.22970302 0.21764909 0.20778305
 0.19959635 0.19272553 0.1869039  0.18193129 0.17765456 0.17395448
 0.17073688 0.16792636 0.16546187 0.16329343 0.16137975 0.15968643
 0.15818458 0.1568498  0.1556613  0.15460132 0.15365457 0.15280786
 0.15204972 0.15137018 0.15076053 0.1502131  0.14972119 0.14927885
 0.14888086 0.14852256 0.14819985 0.14790905 0.1476469  0.14741051
 0.14719725 0.14700483 0.14683115 0.14667435 0.14653276 0.14640488
 0.14628936]",2.23,yes,1.06
286,121857.11+363938.7,"Spectra(plate='8866', mjd='57457', fiber='0578')","Spectra(plate='2003', mjd='53442', fiber='0385')",9.956039,10.916008,1.125335,1.4275271,0.91,2.14,0.8714,0.8827,"[9.15696046 4.80721366 3.36211906 2.6431695  2.21465794 1.93134413
 1.73097847 1.58243296 1.46841161 1.3785345  1.30619432 1.24698452
 1.19785304 1.15661865 1.12168082 1.09183836 1.06617207 1.0439665
 1.02465645 1.00778947 0.99299913 0.97998549 0.96850077 0.95833851
 0.94932537 0.94131482 0.93418219 0.92782084 0.92213906 0.91705761
 0.91250775 0.90842959 0.90477081 0.90148552 0.89853336 0.89587874
 0.89349023 0.89133996 0.88940322 0.88765802 0.8860848  0.88466608
 0.88338628 0.88223146 0.88118913 0.88024811 0.87939837 0.87863091
 0.87793764]","[9.27570461 4.86955187 3.4057178  2.67744517 2.24337683 1.95638911
 1.75342517 1.60295338 1.48745344 1.39641084 1.32313257 1.26315496
 1.21338636 1.17161726 1.13622637 1.10599693 1.0799978  1.05750428
 1.03794382 1.02085812 1.00587598 0.99269358 0.98105993 0.9707659
 0.96163588 0.95352145 0.94629633 0.93985249 0.93409703 0.92894968
 0.92434082 0.92020978 0.91650355 0.91317566 0.91018521 0.90749617
 0.90507669 0.90289854 0.90093668 0.89916885 0.89757522 0.89613811
 0.89484171 0.89367191 0.89261607 0.89166285 0.89080209 0.89002468
 0.88932241]",1.01,yes,0.92
287,225656.20+291111.0,"Spectra(plate='6293', mjd='56561', fiber='0712')","Spectra(plate='7769', mjd='58420', fiber='0496')",2.786879,3.0690775,1.795708,1.6931576,0.91,0.56,0.3721,0.4298,"[3.91015032 2.05274754 1.43567191 1.12867038 0.94568995 0.82471098
 0.73915204 0.67572103 0.62703231 0.58865353 0.55776326 0.53247985
 0.51150002 0.49389236 0.47897341 0.46623027 0.4552704  0.44578831
 0.43754265 0.43034021 0.42402453 0.41846752 0.41356339 0.40922396
 0.40537522 0.40195461 0.39890888 0.39619249 0.39376629 0.39159644
 0.38965358 0.38791215 0.3863498  0.38494694 0.38368632 0.38255277
 0.38153284 0.38061464 0.37978763 0.3790424  0.37837061 0.3777648
 0.37721831 0.37672518 0.37628009 0.37587827 0.37551542 0.3751877
 0.37489166]","[4.51648107 2.37105856 1.65829558 1.30368861 1.09233416 0.95259549
 0.85376927 0.78050228 0.72426361 0.67993359 0.64425329 0.61504928
 0.5908162  0.57047819 0.55324583 0.53852666 0.52586729 0.51491485
 0.50539057 0.49707128 0.48977625 0.48335754 0.47769294 0.47268062
 0.46823508 0.46428404 0.46076602 0.45762841 0.45482599 0.45231967
 0.45007554 0.44806408 0.44625946 0.44463906 0.44318297 0.44187363
 0.44069555 0.43963497 0.43867972 0.43781893 0.43704297 0.43634322
 0.43571198 0.43514239 0.43462828 0.43416415 0.43374503 0.4333665
 0.43302455]",1.16,yes,0.99
288,005953.35+192433.2,"Spectra(plate='7623', mjd='56901', fiber='0869')","Spectra(plate='5703', mjd='56190', fiber='0170')",7.40771,6.7597513,2.7647564,2.8497772,0.91,0.88,0.622,0.5858,"[6.53618247 3.43135976 2.39986006 1.88667825 1.58080932 1.37858165
 1.23556186 1.12953099 1.04814324 0.98398951 0.93235353 0.89008994
 0.85502018 0.82558733 0.80064892 0.77934756 0.76102712 0.74517692
 0.73139352 0.71935397 0.70879671 0.69950766 0.69130993 0.68405618
 0.67762265 0.67190477 0.66681355 0.66227285 0.65821723 0.65459012
 0.65134246 0.6484315  0.64581988 0.64347486 0.64136762 0.63947278
 0.63776787 0.63623302 0.63485059 0.63360488 0.63248192 0.63146925
 0.63055573 0.62973143 0.62898742 0.62831573 0.62770919 0.62716138
 0.62666652]","[6.15578085 3.23165683 2.26018975 1.77687479 1.48880723 1.29834909
 1.16365296 1.06379301 0.98714198 0.92672195 0.87809115 0.83828728
 0.80525856 0.77753868 0.75405167 0.73399003 0.71673583 0.7018081
 0.68882689 0.67748804 0.6675452  0.65879676 0.65107614 0.64424455
 0.63818545 0.63280035 0.62800543 0.623729   0.61990941 0.6164934
 0.61343475 0.6106932  0.60823358 0.60602504 0.60404044 0.60225587
 0.60065019 0.59920467 0.59790269 0.59672948 0.59567188 0.59471814
 0.59385779 0.59308146 0.59238076 0.59174816 0.59117692 0.59066099
 0.59019494]",0.94,yes,1.03
289,095205.84+192229.5,"Spectra(plate='5782', mjd='56272', fiber='0604')","Spectra(plate='2362', mjd='53759', fiber='0002')",8.92832,9.690695,3.5038798,3.4845252,0.92,1.02,0.6091,0.6399,"[6.40062499 3.36019491 2.35008804 1.8475494  1.54802405 1.34999049
 1.20993687 1.10610503 1.02640522 0.96358201 0.91301694 0.87162987
 0.83728745 0.80846502 0.78404382 0.76318424 0.74524376 0.72972228
 0.71622475 0.7044349  0.69409659 0.68500018 0.67697248 0.66986916
 0.66356907 0.65796977 0.65298413 0.64853761 0.6445661  0.64101422
 0.63783391 0.63498332 0.63242587 0.63012948 0.62806595 0.6262104
 0.62454085 0.62303784 0.62168407 0.6204642  0.61936453 0.61837286
 0.61747829 0.61667108 0.6159425  0.61528474 0.61469078 0.61415433
 0.61366974]","[6.72428161 3.5301079  2.46892356 1.94097334 1.62630206 1.41825466
 1.27111903 1.16203678 1.07830685 1.01230689 0.95918493 0.91570507
 0.87962607 0.84934619 0.82369011 0.80177573 0.78292806 0.76662172
 0.75244166 0.74005564 0.72919456 0.71963818 0.71120455 0.70374204
 0.69712337 0.69124094 0.6860032  0.68133183 0.6771595  0.67342801
 0.67008688 0.66709215 0.66440537 0.66199287 0.65982499 0.65787561
 0.65612164 0.65454262 0.65312041 0.65183884 0.65068357 0.64964175
 0.64870195 0.64785392 0.6470885  0.64639748 0.64577349 0.64520991
 0.64470082]",1.05,yes,1.08
